Employee_ID,Department,Location,Exit_Date,Experience_Years
E05427,R&D,New York,2024-03-11,4
E05444,Finance,Berlin,2024-07-23,4
E05446,HR,New York,2025-12-28,4
E05452,IT,Singapore,2025-08-12,10
E05455,Finance,Tokyo,2025-06-14,0
E05457,Operations,Toronto,2024-11-05,3
E05461,Finance,Toronto,2025-08-06,4
E05470,Marketing,New York,2022-01-10,5
E05494,Marketing,Toronto,2022-03-26,5
E05507,Marketing,Tokyo,2023-02-11,5
E05508,IT,Toronto,2024-02-01,3
E05520,Operations,Tokyo,2023-03-05,5
E05529,Operations,Tokyo,2025-01-30,2
E05537,Sales,Sydney,2024-12-21,9
E05556,Marketing,Sydney,2024-12-13,2
E05557,R&D,Toronto,2024-11-28,2
E05558,IT,Berlin,2024-01-03,7
E05559,HR,Sydney,2025-02-27,1
E05561,Operations,Berlin,2022-10-18,4
E05574,Marketing,New York,2023-08-13,3
E05577,IT,Berlin,2025-03-30,2
E05578,HR,Sydney,2025-08-13,0
E05583,IT,Singapore,2025-06-09,7
E05585,R&D,Singapore,2018-10-16,10
E05591,IT,New York,2024-03-23,3
E05594,Finance,Toronto,2021-09-11,8
E05598,HR,Singapore,2022-02-28,5
E05619,Sales,Tokyo,2025-03-19,9
E05625,Finance,New York,2024-12-14,3
E05632,Operations,Tokyo,2023-01-26,3
E05633,R&D,Sydney,2025-09-02,1
E05639,IT,Berlin,2023-12-24,5
E05640,Marketing,Singapore,2024-03-13,7
E05646,Sales,Sydney,2025-02-27,0
E05647,Operations,Tokyo,2022-10-05,4
E05665,Finance,London,2020-01-07,6
E05670,Operations,Sydney,2021-07-28,6
E05672,Sales,London,2020-12-06,8
E05678,Finance,Toronto,2019-03-28,8
E05681,Sales,Tokyo,2023-02-24,4
E05688,IT,Sydney,2019-03-14,7
E05692,R&D,Sydney,2023-03-11,6
E05701,Marketing,Tokyo,2023-06-06,6
E05722,Marketing,Sydney,2021-01-04,5
E05731,IT,London,2024-06-18,2
E05736,IT,Tokyo,2025-12-27,1
E05743,IT,Tokyo,2025-03-02,1
E05744,IT,Toronto,2024-08-26,3
E05748,HR,Sydney,2018-05-10,8
E05752,R&D,Sydney,2025-04-21,1
E05757,Finance,Tokyo,2021-10-18,8
E05764,IT,New York,2025-04-26,0
E05767,Operations,Toronto,2023-12-24,5
E05780,IT,Singapore,2024-01-20,3
E05795,Marketing,Sydney,2025-12-23,4
E05797,Operations,Berlin,2024-12-13,5
E05802,Sales,Toronto,2021-04-11,7
E05804,HR,Berlin,2024-07-02,9
E05815,Finance,New York,2021-05-11,6
E05820,Operations,Tokyo,2025-12-09,3
E05841,Sales,Berlin,2022-08-11,4
E05863,R&D,Singapore,2025-01-02,5
E05867,Operations,Toronto,2017-09-16,9
E05870,HR,New York,2023-07-04,3
E05872,Marketing,Singapore,2025-03-17,3
E05878,R&D,Tokyo,2025-08-04,1
E05887,R&D,Singapore,2021-08-31,7
E05891,Finance,London,2024-09-11,2
E05899,HR,Berlin,2025-05-20,0
E05903,HR,Berlin,2025-03-26,0
E05906,Sales,Sydney,2023-08-31,8
E05912,Finance,Tokyo,2025-10-25,0
E05950,Marketing,Berlin,2021-05-23,9
E05957,Finance,Berlin,2025-09-10,5
E05963,Finance,Sydney,2022-03-10,6
E05970,Sales,Berlin,2024-07-10,3
E05973,Sales,New York,2025-01-18,0
E05985,Finance,Tokyo,2025-12-03,0
E05996,Finance,Singapore,2021-01-24,7
E06014,HR,Tokyo,2025-03-15,5
E06017,Sales,Berlin,2025-07-29,7
E06023,Sales,Sydney,2025-06-18,2
E06029,R&D,London,2023-11-25,3
E06030,Operations,Singapore,2021-02-13,7
E06031,Marketing,London,2023-10-01,4
E06035,Sales,London,2024-02-07,5
E06038,Sales,Berlin,2023-12-19,5
E06047,HR,Berlin,2020-01-16,8
E06053,Sales,Sydney,2023-07-02,8
E06054,Operations,Singapore,2023-03-04,4
E06055,HR,London,2024-03-24,5
E06060,HR,Tokyo,2025-12-20,7
E06068,R&D,London,2017-03-02,9
E06072,Marketing,Sydney,2025-12-29,2
E06086,HR,Tokyo,2023-05-08,3
E06089,HR,Tokyo,2024-09-05,3
E06091,Operations,London,2020-07-31,6
E06097,Marketing,Sydney,2025-11-05,1
E06100,Operations,Tokyo,2025-08-11,2
E06116,Marketing,London,2025-03-24,0
E06125,Finance,Berlin,2024-01-15,6
E06128,HR,Tokyo,2017-02-06,9
E06130,Sales,Singapore,2024-04-03,2
E06136,Sales,Berlin,2022-05-23,7
E06145,Marketing,London,2022-01-01,7
E06147,HR,London,2022-06-08,4
E06153,IT,London,2023-06-14,4
E06158,Operations,Toronto,2024-08-31,5
E06168,IT,Berlin,2020-05-29,7
E06180,Marketing,London,2025-11-04,0
E06189,Operations,Berlin,2025-05-09,4
E06196,Finance,New York,2021-01-28,8
E06197,Finance,Sydney,2018-07-04,9
E06201,Finance,Singapore,2025-05-23,2
E06202,IT,London,2017-11-02,9
E06213,HR,Singapore,2023-07-21,7
E06221,R&D,Singapore,2023-08-05,3
E06251,Operations,Sydney,2022-05-28,4
E06252,HR,Sydney,2025-08-30,4
E06258,Operations,Sydney,2025-04-02,10
E06260,Sales,Sydney,2025-12-12,6
E06281,Finance,Singapore,2023-12-28,5
E06289,Marketing,Singapore,2022-07-11,5
E06296,Operations,London,2025-07-20,8
E06299,R&D,London,2019-10-11,8
E06304,Operations,Sydney,2025-02-20,1
E06309,IT,London,2025-01-17,0
E06324,Marketing,Sydney,2024-07-01,2
E06325,Operations,Toronto,2023-08-07,3
E06331,Operations,Tokyo,2018-09-25,10
E06343,Operations,Singapore,2021-11-10,8
E06352,Marketing,Sydney,2019-04-03,10
E06353,R&D,Berlin,2021-02-03,6
E06356,Marketing,Sydney,2025-09-03,0
E06361,HR,London,2021-03-20,7
E06370,IT,London,2025-09-27,8
E06385,Finance,Toronto,2023-05-20,3
E06403,Sales,Berlin,2022-10-14,5
E06411,HR,Toronto,2023-07-03,6
E06412,HR,Toronto,2022-04-02,5
E06415,IT,Sydney,2024-09-18,7
E06427,Finance,London,2023-10-24,6
E06435,Marketing,Tokyo,2022-05-10,10
E06440,Finance,New York,2021-04-04,5
E06444,Operations,Singapore,2025-12-21,2
E06446,Finance,Tokyo,2024-04-04,3
E06459,Marketing,New York,2020-07-22,6
E06463,IT,New York,2023-11-05,4
E06464,Marketing,Berlin,2025-05-26,5
E06471,Operations,New York,2020-01-01,6
E06472,Operations,New York,2023-09-15,5
E06485,R&D,Berlin,2024-06-15,4
E06492,Sales,Sydney,2024-03-22,5
E06493,Sales,Tokyo,2024-08-30,2
E06497,Sales,Tokyo,2021-01-27,5
E06501,Operations,Tokyo,2023-03-28,4
E06509,IT,London,2025-09-07,8
E06511,IT,New York,2025-07-25,1
E06513,Sales,London,2018-04-14,9
E06534,HR,Tokyo,2024-11-01,8
E06538,Sales,New York,2025-04-06,0
E06542,IT,Singapore,2024-05-29,2
E06548,Finance,Toronto,2024-02-13,2
E06551,Marketing,Singapore,2025-02-18,5
E06555,HR,London,2024-11-20,4
E06569,HR,Sydney,2023-01-17,6
E06571,IT,New York,2024-10-02,10
E06572,Sales,New York,2018-02-10,10
E06586,Operations,London,2023-01-24,4
E06589,Finance,London,2025-06-06,9
E06590,Sales,Sydney,2025-05-05,8
E06594,R&D,New York,2019-05-16,7
E06598,Marketing,Berlin,2025-11-01,0
E06599,R&D,New York,2025-12-01,0
E06606,R&D,London,2016-08-07,10
E06624,R&D,Tokyo,2023-09-17,5
E06631,Sales,London,2025-11-02,5
E06632,IT,New York,2024-03-15,2
E06644,Finance,Tokyo,2025-02-11,2
E06645,Finance,New York,2023-08-20,7
E06677,Marketing,New York,2025-08-05,4
E06681,Finance,Toronto,2025-12-28,0
E06684,IT,London,2019-07-03,10
E06712,Finance,Toronto,2023-03-07,4
E06717,Finance,New York,2023-09-11,3
E06727,Finance,Berlin,2025-09-26,1
E06728,Marketing,Berlin,2022-09-11,7
E06733,Operations,Tokyo,2025-06-21,1
E06734,R&D,Berlin,2021-11-21,9
E06742,Operations,Singapore,2018-11-10,8
E06744,R&D,New York,2022-11-08,4
E06746,HR,Berlin,2025-02-19,1
E06747,Marketing,New York,2023-05-01,3
E06749,Marketing,Toronto,2024-02-12,6
E06758,Operations,Sydney,2023-02-09,8
E06761,R&D,Tokyo,2019-08-19,8
E06780,R&D,Toronto,2025-08-06,1
E06818,Finance,Sydney,2025-09-16,0
E06825,Sales,New York,2024-05-09,6
E06827,HR,Sydney,2023-08-10,3
E06834,Marketing,Berlin,2025-06-14,0
E06857,HR,Sydney,2023-03-05,4
E06860,R&D,Sydney,2023-10-07,8
E06865,Finance,Berlin,2025-11-05,0
E06871,Finance,London,2021-05-21,7
E06875,Marketing,Berlin,2024-03-21,2
E06879,IT,London,2024-03-11,2
E06881,Finance,Berlin,2019-08-26,10
E06892,R&D,Singapore,2024-06-02,5
E06902,Finance,Tokyo,2022-05-16,10
E06907,IT,Tokyo,2021-10-24,8
E06917,HR,New York,2021-03-28,6
E06933,Finance,London,2022-09-14,8
E06953,Marketing,New York,2020-03-13,9
E06965,IT,New York,2024-07-20,5
E06972,Sales,Berlin,2022-01-01,10
E06974,Sales,Singapore,2025-12-30,3
E06984,Sales,Tokyo,2025-07-12,6
E06996,Sales,Sydney,2025-11-30,1
E06999,HR,Toronto,2025-09-13,4
E07029,HR,Tokyo,2021-01-18,7
E07040,Marketing,Sydney,2025-05-14,0
E07048,Sales,Sydney,2025-02-05,7
E07073,Operations,London,2025-07-07,1
E07079,IT,Singapore,2025-05-02,0
E07125,R&D,London,2025-03-13,0
E07130,Marketing,Tokyo,2020-10-28,8
E07133,R&D,New York,2023-03-13,4
E07139,IT,New York,2024-12-02,5
E07150,Marketing,Tokyo,2020-10-02,6
E07151,IT,Sydney,2020-04-09,6
E07156,R&D,Toronto,2023-10-23,5
E07164,HR,New York,2025-05-11,2
E07168,R&D,Singapore,2024-01-03,4
E07185,IT,Singapore,2017-02-06,9
E07199,Operations,Tokyo,2025-12-15,2
E07202,IT,London,2021-11-12,10
E07215,IT,Singapore,2021-11-29,10
E07223,Marketing,Sydney,2025-11-30,5
E07229,R&D,Berlin,2025-04-11,8
E07234,R&D,New York,2023-01-09,3
E07251,IT,New York,2021-04-14,9
E07259,Marketing,London,2025-10-18,0
E07274,Operations,New York,2025-12-22,0
E07278,R&D,Sydney,2022-08-27,5
E07281,Operations,New York,2024-10-29,10
E07283,Finance,Singapore,2025-02-15,5
E07304,HR,Singapore,2023-08-05,8
E07336,Finance,Tokyo,2020-03-10,10
E07341,Marketing,Sydney,2024-09-22,10
E07350,HR,Toronto,2021-06-24,9
E07360,R&D,Singapore,2024-11-15,2
E07364,HR,Berlin,2022-03-09,4
E07370,Finance,London,2023-03-06,5
E07403,Marketing,Singapore,2021-11-04,5
E07414,Operations,Singapore,2020-11-26,7
E07416,R&D,Toronto,2024-10-22,2
E07421,Marketing,Toronto,2025-11-29,0
E07453,Finance,Singapore,2025-02-25,4
E07485,Sales,New York,2022-06-07,8
E07486,IT,New York,2024-03-12,7
E07488,Marketing,London,2022-07-28,8
E07489,Sales,New York,2022-01-25,5
E07492,Sales,New York,2019-11-20,7
E07493,R&D,New York,2020-05-14,10
E07507,Sales,Tokyo,2023-10-02,3
E07509,Operations,Tokyo,2025-11-30,0
E07514,HR,Berlin,2025-01-25,1
E07525,Marketing,London,2025-07-28,2
E07533,Operations,Tokyo,2025-10-04,0
E07538,Operations,Singapore,2019-03-14,8
E07559,Sales,Toronto,2025-07-26,0
E07566,Sales,London,2023-06-11,3
E07575,HR,Tokyo,2024-01-11,2
E07576,R&D,Berlin,2024-02-03,4
E07595,Sales,Sydney,2024-09-17,4
E07604,Operations,Tokyo,2023-07-14,7
E07608,R&D,Berlin,2025-07-07,2
E07631,Marketing,New York,2024-02-24,3
E07633,Operations,Berlin,2023-06-30,10
E07637,Operations,London,2019-06-22,8
E07650,Finance,Tokyo,2023-03-26,3
E07657,Sales,London,2025-04-08,1
E07661,IT,New York,2025-10-17,10
E07672,R&D,Berlin,2024-05-24,10
E07675,Sales,Sydney,2025-12-12,3
E07677,Marketing,New York,2025-11-14,0
E07678,Finance,Sydney,2025-07-25,0
E07682,IT,New York,2023-10-24,5
E07684,Marketing,Tokyo,2025-07-27,1
E07694,Marketing,Tokyo,2023-06-11,9
E07695,Finance,New York,2024-05-14,5
E07710,Finance,Tokyo,2025-11-02,6
E07712,Finance,Tokyo,2025-06-28,7
E07714,Operations,Berlin,2017-10-07,10
E07715,IT,Singapore,2024-04-07,5
E07716,HR,Sydney,2024-03-24,2
E07726,Operations,Berlin,2025-10-18,1
E07727,Finance,Berlin,2020-04-20,6
E07730,Operations,Tokyo,2025-07-30,8
E07731,Finance,Tokyo,2023-01-19,9
E07733,Marketing,Toronto,2017-07-30,10
E07741,Marketing,Sydney,2024-02-18,10
E07756,Operations,London,2023-08-02,3
E07763,Finance,Singapore,2025-09-06,0
E07766,HR,Berlin,2023-05-13,3
E07772,Sales,Sydney,2021-07-14,8
E07785,R&D,Singapore,2025-10-08,4
E07788,Operations,Sydney,2025-07-17,0
E07791,Sales,Berlin,2024-06-12,8
E07797,Operations,Sydney,2020-08-08,7
E07798,Sales,Singapore,2022-12-19,4
E07799,Sales,Sydney,2024-02-09,2
E07815,HR,London,2021-08-11,9
E07823,IT,London,2024-10-05,2
E07830,Sales,London,2025-11-26,2
E07834,IT,Berlin,2021-05-15,6
E07852,Operations,New York,2022-04-29,4
E07863,Sales,London,2023-09-04,3
E07874,Marketing,Tokyo,2023-11-14,3
E07886,Operations,Berlin,2016-01-25,10
E07888,HR,Tokyo,2017-10-31,10
E07907,R&D,Sydney,2022-01-07,8
E07910,Sales,Toronto,2025-08-17,1
E07922,Marketing,Sydney,2024-03-04,3
E07929,Marketing,London,2024-08-09,3
E07930,R&D,Toronto,2024-05-10,3
E07939,Marketing,Sydney,2019-05-20,8
E07943,Marketing,Singapore,2021-08-18,7
E07956,Marketing,Tokyo,2025-12-13,0
E07958,Operations,Tokyo,2025-12-16,1
E07960,HR,New York,2023-09-25,4
E07967,Operations,New York,2025-04-06,2
E07969,IT,Sydney,2022-05-18,9
E07972,R&D,New York,2016-09-21,10
E07977,Sales,London,2024-05-03,2
E07983,IT,Berlin,2020-07-08,10
E08003,IT,Sydney,2025-06-09,0
E08005,Finance,Singapore,2025-06-28,5
E08011,Sales,Sydney,2021-02-22,6
E08018,Marketing,New York,2023-12-12,8
E08024,IT,Tokyo,2022-04-19,6
E08029,Sales,London,2024-06-02,8
E08040,Marketing,Sydney,2020-06-30,8
E08041,Marketing,London,2023-05-11,3
E08042,Marketing,Berlin,2025-10-27,8
E08067,Sales,Singapore,2021-07-24,8
E08077,IT,Sydney,2022-01-19,10
E08078,Finance,Singapore,2025-09-11,1
E08081,Sales,New York,2022-09-23,8
E08085,IT,Sydney,2024-11-19,5
E08100,Finance,Berlin,2025-07-26,1
E08127,Finance,Berlin,2024-12-27,5
E08128,IT,Toronto,2025-01-15,0
E08140,HR,Berlin,2024-02-29,6
E08150,IT,Berlin,2025-03-07,3
E08152,Operations,New York,2022-01-23,9
E08167,Marketing,Sydney,2025-07-29,2
E08181,Marketing,Toronto,2022-11-16,7
E08184,Finance,Toronto,2021-08-11,10
E08186,R&D,Tokyo,2024-03-13,8
E08191,Finance,Toronto,2025-01-25,0
E08199,Finance,London,2024-09-26,5
E08240,Marketing,Tokyo,2025-07-09,5
E08246,R&D,Berlin,2018-03-21,9
E08251,R&D,Sydney,2025-08-27,9
E08252,IT,Singapore,2025-09-04,1
E08259,Finance,Toronto,2024-11-05,7
E08267,Finance,Singapore,2025-06-24,5
E08276,R&D,Tokyo,2023-07-16,5
E08282,Finance,Singapore,2023-05-10,6
E08293,IT,Singapore,2022-07-31,4
E08308,Finance,Singapore,2025-10-14,2
E08311,R&D,Sydney,2025-10-14,0
E08312,Marketing,Tokyo,2024-01-15,8
E08372,Marketing,Berlin,2024-06-16,3
E08383,Sales,Singapore,2025-06-28,5
E08403,Operations,Toronto,2023-09-17,3
E08417,IT,Sydney,2022-05-07,7
E08424,Sales,New York,2025-11-28,1
E08426,Operations,Toronto,2017-11-25,9
E08427,HR,London,2021-07-02,9
E08428,Sales,London,2025-08-04,0
E08441,R&D,Sydney,2017-09-15,9
E08455,Operations,Sydney,2024-12-17,10
E08485,HR,Singapore,2018-06-26,9
E08491,Operations,Toronto,2020-05-28,10
E08499,IT,Tokyo,2024-09-24,2
E08512,R&D,Singapore,2022-11-05,5
E08557,Finance,Toronto,2022-02-13,10
E08561,R&D,London,2023-04-07,9
E08562,Marketing,Berlin,2023-11-25,3
E08574,R&D,Sydney,2020-07-02,6
E08575,Finance,Singapore,2021-02-19,10
E08577,Operations,London,2023-09-23,5
E08591,Finance,Berlin,2023-11-14,7
E08608,Sales,New York,2017-02-04,10
E08617,Operations,Toronto,2022-04-23,9
E08622,R&D,London,2022-09-17,6
E08630,R&D,Toronto,2024-10-10,4
E08637,Sales,Toronto,2023-03-24,6
E08638,Operations,Sydney,2023-07-09,5
E08643,Operations,New York,2024-05-03,3
E08644,IT,Toronto,2025-02-12,0
E08646,HR,Berlin,2018-02-09,8
E08654,Finance,Toronto,2021-06-24,6
E08660,Sales,Berlin,2025-05-01,2
E08664,Marketing,London,2023-04-29,8
E08666,Finance,New York,2023-11-26,6
E08667,Operations,Toronto,2020-12-17,6
E08681,IT,London,2025-10-15,9
E08683,Operations,Tokyo,2025-05-27,1
E08685,IT,Singapore,2025-11-13,0
E08687,IT,Tokyo,2024-03-14,6
E08692,Operations,London,2025-08-07,0
E08694,IT,Sydney,2025-12-09,1
E08724,Marketing,New York,2025-12-10,3
E08726,Marketing,Sydney,2020-07-25,6
E08728,HR,Berlin,2022-01-31,8
E08730,HR,New York,2021-05-05,10
E08732,IT,Toronto,2020-05-16,8
E08752,Marketing,Toronto,2024-04-04,3
E08768,R&D,London,2025-08-02,0
E08769,IT,Singapore,2024-03-07,4
E08773,Sales,Sydney,2023-03-04,7
E08780,HR,New York,2025-07-29,9
E08781,HR,Toronto,2025-01-20,0
E08787,IT,Berlin,2025-08-04,0
E08796,HR,London,2021-06-02,6
E08814,Finance,Singapore,2024-02-23,2
E08816,Finance,Sydney,2022-09-17,6
E08865,HR,Toronto,2023-03-13,5
E08879,Finance,Tokyo,2025-08-21,5
E08883,Sales,New York,2025-08-24,9
E08899,Operations,Tokyo,2024-06-28,2
E08915,HR,Sydney,2020-10-05,7
E08918,IT,Tokyo,2025-10-15,1
E08932,R&D,Toronto,2025-01-05,1
E08946,Sales,London,2024-04-10,3
E08950,Finance,Sydney,2024-10-13,3
E08970,Operations,Tokyo,2025-10-07,1
E08975,Sales,London,2025-07-25,1
E08976,Marketing,Berlin,2024-12-22,6
E08979,HR,Toronto,2022-07-15,5
E08986,IT,Sydney,2022-10-18,6
E08995,Operations,New York,2024-07-14,8
E09008,Sales,Tokyo,2025-01-28,0
E09049,R&D,Berlin,2023-03-23,3
E09065,Sales,Berlin,2025-12-02,0
E09066,R&D,Toronto,2023-11-19,6
E09071,IT,Singapore,2019-12-12,8
E09074,Finance,London,2019-02-10,10
E09076,HR,Toronto,2020-07-06,10
E09085,Finance,Tokyo,2024-12-27,4
E09094,IT,London,2025-10-21,9
E09111,HR,London,2025-03-01,0
E09120,R&D,Berlin,2021-10-05,7
E09124,R&D,Toronto,2017-10-07,9
E09126,Operations,Berlin,2025-10-15,9
E09128,R&D,Tokyo,2021-01-24,9
E09134,Sales,New York,2019-06-01,7
E09140,HR,London,2019-12-15,7
E09142,Sales,Sydney,2018-03-01,9
E09154,HR,New York,2024-05-31,3
E09169,Marketing,Berlin,2022-08-19,7
E09170,IT,Singapore,2025-09-02,0
E09172,R&D,Toronto,2025-01-03,1
E09180,R&D,Sydney,2025-04-15,1
E09181,Operations,Toronto,2025-05-13,0
E09184,Marketing,Toronto,2024-03-11,10
E09185,R&D,London,2022-11-22,4
E09187,Operations,Sydney,2018-08-29,8
E09203,Sales,Tokyo,2025-06-08,2
E09205,Sales,Sydney,2025-01-24,3
E09208,HR,Berlin,2025-04-19,9
E09222,Sales,Singapore,2018-07-02,9
E09223,Marketing,Berlin,2020-02-29,7
E09227,HR,Sydney,2025-07-28,0
E09233,IT,London,2024-07-31,2
E09235,Operations,Berlin,2023-06-30,4
E09239,R&D,Toronto,2021-06-25,9
E09243,Finance,Berlin,2022-08-05,10
E09251,IT,Berlin,2022-06-23,8
E09258,HR,Berlin,2024-06-19,9
E09261,Operations,Sydney,2022-08-24,8
E09270,IT,London,2025-03-02,10
E09271,IT,Singapore,2021-01-27,5
E09278,R&D,Toronto,2022-08-13,9
E09280,Marketing,Sydney,2023-03-29,10
E09290,R&D,Tokyo,2024-06-13,3
E09293,Operations,Tokyo,2023-08-23,4
E09302,Operations,Singapore,2025-01-19,1
E09316,Finance,Berlin,2020-07-27,8
E09317,Marketing,Tokyo,2018-12-11,10
E09338,Finance,Singapore,2024-07-28,2
E09346,Sales,Singapore,2019-09-09,9
E09356,IT,New York,2025-01-09,5
E09358,R&D,Sydney,2025-10-29,1
E09361,HR,Berlin,2024-01-01,4
E09373,Finance,Toronto,2023-02-18,8
E09377,Finance,Berlin,2025-06-12,0
E09378,HR,London,2025-11-15,3
E09396,Finance,Toronto,2021-03-18,8
E09398,Sales,Toronto,2017-08-23,10
E09403,Marketing,Toronto,2025-10-29,6
E09409,R&D,London,2023-06-01,3
E09413,Operations,London,2019-03-27,10
E09415,Finance,Singapore,2022-01-24,5
E09418,Marketing,Singapore,2019-03-22,8
E09429,IT,New York,2024-10-10,3
E09440,R&D,Sydney,2021-12-09,6
E09450,IT,Toronto,2021-11-09,6
E09456,HR,Singapore,2021-04-12,8
E09483,IT,Berlin,2024-12-15,3
E09502,Marketing,London,2025-03-22,7
E09506,Operations,Berlin,2023-12-15,3
E09508,Finance,Berlin,2023-12-10,3
E09509,IT,London,2019-10-19,8
E09518,Sales,Tokyo,2025-11-02,2
E09526,Operations,London,2023-01-03,8
E09532,HR,New York,2025-02-01,0
E09541,HR,Sydney,2025-07-03,1
E09548,Sales,Sydney,2024-08-24,8
E09554,Operations,Berlin,2021-02-20,8
E09558,Marketing,New York,2020-02-01,9
E09560,IT,Sydney,2017-12-04,10
E09563,HR,Toronto,2021-12-29,6
E09564,HR,Berlin,2025-09-13,2
E09568,Sales,Berlin,2023-01-22,7
E09572,Sales,Berlin,2025-05-21,4
E09581,Sales,New York,2025-09-28,8
E09583,R&D,Berlin,2025-09-08,0
E09604,HR,Toronto,2023-11-30,3
E09627,Operations,Toronto,2025-06-20,1
E09637,R&D,New York,2017-12-20,10
E09639,R&D,Toronto,2021-11-12,6
E09649,Finance,Singapore,2023-08-18,4
E09652,Operations,New York,2025-11-03,2
E09662,HR,Singapore,2024-09-02,2
E09671,IT,Toronto,2019-04-21,8
E09672,IT,New York,2022-05-29,10
E09681,HR,Singapore,2025-06-08,0
E09698,HR,Sydney,2024-12-04,2
E09737,Finance,Sydney,2023-03-11,3
E09742,HR,Berlin,2024-04-29,4
E09743,R&D,Toronto,2021-08-07,7
E09754,Sales,Singapore,2025-01-02,0
E09755,Sales,London,2016-02-08,10
E09777,HR,London,2025-06-11,0
E09808,Sales,Berlin,2024-06-22,9
E09822,Finance,Sydney,2022-05-15,6
E09828,Finance,London,2023-09-22,4
E09842,Sales,New York,2025-12-09,0
E09845,HR,London,2021-07-22,5
E09859,Operations,Singapore,2024-07-28,2
E09861,HR,London,2025-10-15,2
E09876,Marketing,London,2022-05-23,8
E09884,Operations,Tokyo,2024-07-28,2
E09886,Marketing,Toronto,2025-04-28,2
E09887,Sales,London,2025-09-23,1
E09893,HR,Berlin,2023-01-01,4
E09907,Finance,New York,2021-05-04,7
E09914,Sales,Sydney,2023-04-09,9
E09920,Marketing,Toronto,2025-10-06,1
E09928,Finance,Tokyo,2025-11-29,1
E09937,Finance,Berlin,2024-05-02,2
E09947,Finance,Tokyo,2025-12-24,2
E09948,R&D,Tokyo,2023-07-15,6
E09956,HR,Toronto,2022-09-04,5
E09964,IT,Tokyo,2020-06-12,7
E09965,Finance,Tokyo,2025-09-09,5
E09968,Operations,London,2025-11-27,1
E09969,Operations,New York,2025-03-09,3
E09974,Operations,Sydney,2025-03-28,9
E09983,Marketing,Tokyo,2025-06-15,0
