Employee_ID,Gender,Age,Department,Job_Level,Hire_Date,Termination_Date,Status,Location
E01540,F,47,HR,1,2015-04-11,,Active,Sydney
E01541,M,32,R&D,1,2022-02-18,2025-08-31,Terminated,New York
E01542,F,58,Operations,3,2019-05-02,2020-04-04,Terminated,Berlin
E01543,F,24,Finance,5,2022-06-14,,Active,London
E01544,F,26,Finance,6,2018-01-06,,Active,New York
E01545,F,54,Operations,1,2018-01-03,,Active,Singapore
E01546,M,33,Finance,3,2020-05-20,,Active,Berlin
E01547,M,36,HR,1,2017-11-28,,Active,Sydney
E01548,F,60,IT,2,2023-10-28,,Active,Singapore
E01549,F,26,IT,6,2021-05-06,,Active,New York
E01550,F,36,IT,1,2015-11-08,,Active,London
E01551,O,24,IT,2,2024-08-12,,Active,Singapore
E01552,O,46,Marketing,6,2022-09-04,,Active,Berlin
E01553,F,31,R&D,4,2022-01-06,,Active,Tokyo
E01554,F,46,R&D,2,2019-05-17,,Active,Toronto
E01555,F,48,Finance,4,2023-12-16,,Active,New York
E01556,M,51,Marketing,4,2022-10-14,,Active,Tokyo
E01557,F,30,HR,4,2023-05-31,2024-07-26,Resigned,Toronto
E01558,F,45,Operations,4,2025-09-10,,Active,Singapore
E01559,M,41,Operations,4,2024-04-14,,Active,Toronto
E01560,O,55,Finance,4,2021-06-25,2025-10-28,Resigned,Toronto
E01561,O,58,Finance,6,2017-08-27,,Active,Berlin
E01562,F,30,HR,2,2022-07-18,,Active,Tokyo
E01563,O,27,IT,1,2015-11-11,2016-11-21,Terminated,Singapore
E01564,M,41,R&D,2,2016-03-06,,Active,London
E01565,F,41,R&D,3,2016-02-14,,Active,London
E01566,F,48,IT,5,2017-12-20,,Active,Sydney
E01567,M,28,R&D,4,2015-05-20,2022-09-07,Terminated,London
E01568,M,50,Operations,3,2024-03-13,,Active,Toronto
E01569,O,27,Operations,3,2020-09-28,2022-11-28,Terminated,Berlin
E01570,O,40,Finance,3,2016-09-03,,Active,Toronto
E01571,F,34,Finance,3,2023-01-18,,Active,Berlin
E01572,F,37,Finance,6,2019-05-05,,Active,New York
E01573,F,51,R&D,6,2025-12-18,2025-10-25,Resigned,Singapore
E01574,M,52,HR,2,2021-07-03,,Active,Tokyo
E01575,F,48,Sales,4,2020-05-20,2023-09-25,Terminated,Sydney
E01576,F,27,HR,4,2025-06-05,,Active,New York
E01577,M,37,Sales,1,2016-11-08,2018-08-01,Resigned,Singapore
E01578,M,43,IT,1,2024-11-05,2025-09-24,Terminated,Toronto
E01579,O,27,Finance,6,2017-09-08,2019-08-10,Resigned,London
E01580,M,42,R&D,4,2025-01-03,,Active,New York
E01581,O,40,R&D,4,2025-11-16,,Active,London
E01582,O,34,IT,2,2019-10-24,2024-04-10,Resigned,New York
E01583,M,32,Sales,2,2021-06-18,,Active,Berlin
E01584,F,35,Operations,3,2021-06-03,,Active,Toronto
E01585,M,40,R&D,3,2017-12-08,2019-10-01,Terminated,Toronto
E01586,M,50,R&D,6,2015-07-17,,Active,Singapore
E01587,F,26,R&D,5,2024-07-01,,Active,Toronto
E01588,O,53,Sales,3,2019-04-03,,Active,Tokyo
E01589,M,44,Operations,1,2021-06-03,,Active,London
E01590,F,31,Sales,4,2017-08-09,,Active,Tokyo
E01591,M,31,Sales,4,2021-07-21,,Active,Berlin
E01592,O,23,Finance,1,2021-01-01,,Active,London
E01593,M,41,Marketing,2,2023-02-10,,Active,Tokyo
E01594,O,32,Marketing,4,2022-09-26,,Active,Tokyo
E01595,M,60,HR,4,2019-02-04,2024-10-07,Terminated,Toronto
E01596,M,43,HR,2,2025-01-07,,Active,Toronto
E01597,O,43,Finance,3,2020-09-01,,Active,Sydney
E01598,F,45,IT,4,2021-12-09,2024-01-26,Resigned,New York
E01599,O,34,HR,3,2017-12-23,,Active,Sydney
E01600,O,53,Finance,2,2024-08-07,,Active,Singapore
E01601,M,42,Marketing,2,2016-04-30,,Active,Singapore
E01602,F,39,Marketing,2,2017-09-28,,Active,Singapore
E01603,M,44,R&D,3,2024-01-02,,Active,New York
E01604,F,34,HR,5,2025-05-25,2025-06-16,Resigned,Sydney
E01605,O,37,Sales,3,2021-01-30,,Active,Sydney
E01606,M,23,Finance,1,2025-09-30,,Active,Berlin
E01607,F,46,Sales,4,2023-09-24,2025-09-17,Terminated,London
E01608,F,51,Finance,5,2019-08-06,2021-02-22,Terminated,Toronto
E01609,F,31,Operations,3,2020-03-14,,Active,Tokyo
E01610,O,47,Marketing,3,2017-07-31,,Active,Toronto
E01611,O,54,Sales,1,2015-07-15,,Active,Sydney
E01612,M,55,Finance,1,2017-01-02,,Active,London
E01613,F,43,HR,4,2016-05-08,,Active,New York
E01614,F,31,R&D,4,2023-10-01,,Active,Singapore
E01615,M,36,Sales,3,2018-06-28,2024-08-27,Resigned,Singapore
E01616,M,31,IT,2,2017-11-01,,Active,London
E01617,M,53,Operations,3,2015-08-05,,Active,Singapore
E01618,M,35,Finance,1,2018-09-18,,Active,Sydney
E01619,O,47,HR,2,2018-01-10,2019-09-05,Terminated,Sydney
E01620,O,60,Marketing,2,2019-12-22,,Active,London
E01621,M,23,R&D,4,2022-02-22,,Active,Berlin
E01622,M,28,IT,4,2018-01-29,2023-12-19,Terminated,New York
E01623,F,36,IT,6,2024-04-23,,Active,Toronto
E01624,M,33,HR,2,2020-08-18,2024-01-23,Terminated,New York
E01625,M,60,Marketing,5,2019-09-18,,Active,Tokyo
E01626,M,25,Sales,5,2015-12-26,,Active,New York
E01627,F,28,R&D,2,2015-02-14,,Active,Sydney
E01628,M,23,HR,6,2019-08-18,,Active,Tokyo
E01629,F,29,Marketing,2,2025-02-23,,Active,Singapore
E01630,M,37,IT,6,2022-04-09,,Active,New York
E01631,F,52,IT,5,2016-01-07,,Active,Toronto
E01632,F,24,R&D,1,2022-01-29,,Active,Tokyo
E01633,M,26,Operations,6,2019-12-21,,Active,New York
E01634,M,37,R&D,2,2022-08-13,,Active,Berlin
E01635,O,25,Marketing,2,2019-11-02,,Active,Singapore
E01636,F,45,Operations,3,2023-06-13,,Active,London
E01637,M,51,Operations,3,2020-05-21,,Active,Tokyo
E01638,F,60,HR,1,2019-10-13,,Active,Tokyo
E01639,F,32,Sales,6,2015-02-22,,Active,Sydney
E01640,O,58,Sales,2,2017-09-19,,Active,Toronto
E01641,F,24,IT,5,2023-09-16,2024-09-24,Terminated,Sydney
E01642,O,53,R&D,3,2016-01-28,,Active,Singapore
E01643,O,36,R&D,4,2024-04-06,,Active,Singapore
E01644,O,34,R&D,2,2015-01-27,,Active,Tokyo
E01645,M,37,IT,3,2021-06-25,,Active,Toronto
E01646,M,40,IT,1,2016-03-23,2018-09-07,Resigned,New York
E01647,F,22,HR,4,2024-11-23,,Active,Toronto
E01648,F,52,Marketing,5,2025-06-22,,Active,Sydney
E01649,F,38,HR,1,2022-11-09,,Active,Berlin
E01650,F,44,R&D,5,2025-12-01,,Active,Sydney
E01651,F,38,Sales,4,2023-11-16,2024-06-24,Resigned,New York
E01652,M,42,Operations,1,2019-01-23,,Active,Tokyo
E01653,M,59,IT,2,2025-08-15,,Active,Toronto
E01654,O,58,Finance,3,2021-04-19,,Active,Tokyo
E01655,O,53,IT,5,2017-05-22,,Active,Toronto
E01656,F,29,Operations,4,2025-09-13,2025-08-08,Resigned,Berlin
E01657,M,33,IT,6,2021-08-28,2023-08-24,Resigned,Tokyo
E01658,O,29,Marketing,6,2016-07-12,2019-01-24,Resigned,Singapore
E01659,O,55,Marketing,6,2020-02-24,,Active,New York
E01660,M,49,HR,5,2016-09-20,2021-07-25,Terminated,Tokyo
E01661,M,32,Finance,1,2016-10-06,,Active,New York
E01662,F,26,Operations,4,2025-05-10,2025-09-25,Terminated,Berlin
E01663,M,30,Finance,3,2021-09-25,2022-05-15,Resigned,London
E01664,O,30,Operations,3,2020-02-10,,Active,New York
E01665,O,35,Marketing,4,2016-10-20,2025-01-17,Resigned,Tokyo
E01666,M,52,Sales,1,2023-03-30,,Active,Singapore
E01667,O,45,Sales,6,2018-12-19,,Active,Tokyo
E01668,M,23,Sales,4,2018-03-19,,Active,Berlin
E01669,O,30,Sales,2,2022-05-17,,Active,Singapore
E01670,M,53,Operations,3,2016-03-18,,Active,Sydney
E01671,O,24,IT,2,2020-12-24,,Active,Toronto
E01672,F,42,Sales,5,2019-07-26,,Active,Sydney
E01673,F,59,Sales,6,2023-10-24,,Active,Singapore
E01674,F,43,IT,4,2023-10-20,,Active,Toronto
E01675,F,54,Sales,5,2018-11-11,,Active,Berlin
E01676,M,43,HR,2,2023-09-28,,Active,Berlin
E01677,F,30,R&D,2,2019-07-22,2025-02-14,Terminated,Toronto
E01678,M,55,Sales,5,2017-09-14,2022-04-19,Resigned,Tokyo
E01679,O,37,Sales,3,2021-10-13,,Active,Tokyo
E01680,F,26,Finance,5,2019-01-20,2023-06-10,Terminated,Berlin
E01681,F,59,Marketing,5,2019-09-07,,Active,Tokyo
E01682,M,60,Marketing,4,2016-10-26,,Active,Toronto
E01683,M,25,Finance,3,2015-01-11,,Active,New York
E01684,O,49,HR,1,2018-06-09,2024-07-12,Resigned,London
E01685,O,49,R&D,3,2018-06-28,2023-04-06,Terminated,Berlin
E01686,M,42,IT,5,2018-02-20,2025-07-06,Terminated,Sydney
E01687,M,39,IT,6,2022-04-09,2023-08-23,Terminated,Sydney
E01688,O,39,Finance,2,2016-02-17,2021-03-08,Terminated,London
E01689,M,48,Finance,1,2022-11-21,,Active,New York
E01690,O,53,Sales,2,2021-08-12,,Active,Berlin
E01691,M,46,Marketing,5,2022-01-06,,Active,Sydney
E01692,O,46,Sales,6,2017-10-15,,Active,Toronto
E01693,F,40,Marketing,2,2018-06-09,,Active,Berlin
E01694,M,50,R&D,1,2015-11-27,,Active,Toronto
E01695,M,50,Marketing,6,2021-09-23,2024-06-16,Terminated,Tokyo
E01696,F,36,Marketing,2,2024-03-28,,Active,London
E01697,M,36,Marketing,1,2016-07-21,,Active,Berlin
E01698,M,38,HR,5,2022-01-31,2023-10-18,Terminated,New York
E01699,F,26,HR,5,2018-01-21,,Active,London
E01700,O,33,Sales,6,2019-11-17,,Active,Singapore
E01701,M,26,Sales,5,2016-07-03,,Active,London
E01702,M,45,Sales,5,2017-04-19,2020-05-19,Resigned,Tokyo
E01703,F,54,Operations,1,2023-04-30,,Active,Singapore
E01704,M,37,Marketing,2,2024-11-22,,Active,London
E01705,M,29,Marketing,6,2018-10-05,2023-07-16,Resigned,London
E01706,M,53,HR,5,2025-07-17,,Active,Tokyo
E01707,O,44,Marketing,5,2024-01-05,,Active,Toronto
E01708,F,30,Finance,4,2015-02-03,2025-01-06,Terminated,Sydney
E01709,F,45,Marketing,3,2015-02-28,,Active,Tokyo
E01710,F,50,Sales,2,2024-01-25,,Active,Toronto
E01711,M,50,Finance,2,2019-11-30,,Active,New York
E01712,M,25,Marketing,4,2018-01-07,,Active,London
E01713,M,49,HR,4,2016-04-01,,Active,Tokyo
E01714,F,26,IT,4,2020-10-17,,Active,Singapore
E01715,M,57,IT,6,2019-09-30,2024-12-08,Resigned,London
E01716,F,51,Marketing,5,2020-10-23,,Active,Berlin
E01717,O,53,Operations,4,2021-05-11,,Active,New York
E01718,O,43,IT,4,2025-01-14,,Active,London
E01719,M,39,IT,4,2021-01-01,2022-09-25,Terminated,Sydney
E01720,F,31,Operations,4,2021-11-15,,Active,London
E01721,M,38,Finance,1,2022-07-12,,Active,Singapore
E01722,O,51,Marketing,1,2020-09-23,,Active,New York
E01723,O,43,Operations,6,2025-01-27,,Active,Sydney
E01724,O,37,R&D,5,2018-03-05,,Active,Berlin
E01725,F,47,Operations,4,2015-01-10,,Active,Berlin
E01726,M,37,Operations,2,2022-11-12,,Active,London
E01727,F,48,Marketing,4,2024-04-12,,Active,Toronto
E01728,O,42,Marketing,1,2015-11-14,,Active,Toronto
E01729,F,29,IT,3,2019-05-04,2023-12-07,Terminated,Berlin
E01730,F,37,Sales,3,2024-10-30,,Active,London
E01731,F,28,Operations,1,2016-12-12,2017-12-15,Resigned,Tokyo
E01732,M,31,Sales,6,2015-01-11,2018-09-27,Resigned,Singapore
E01733,O,44,R&D,6,2025-02-21,,Active,Singapore
E01734,F,27,IT,5,2015-06-03,,Active,New York
E01735,F,40,IT,5,2024-03-24,,Active,Berlin
E01736,M,32,Marketing,3,2025-12-09,,Active,Sydney
E01737,O,24,Finance,3,2021-05-29,,Active,Toronto
E01738,F,47,Operations,3,2021-12-03,,Active,Berlin
E01739,M,31,Finance,2,2015-07-28,2025-04-27,Resigned,Tokyo
E01740,M,40,Finance,1,2020-03-26,,Active,Toronto
E01741,F,57,Marketing,6,2024-04-15,,Active,New York
E01742,F,44,Finance,2,2016-01-01,2021-01-05,Terminated,Tokyo
E01743,O,42,Marketing,6,2022-04-07,2024-08-03,Terminated,Singapore
E01744,M,53,HR,1,2020-06-16,2022-09-10,Resigned,Tokyo
E01745,M,24,R&D,4,2015-06-12,,Active,London
E01746,M,34,IT,5,2018-11-10,2024-12-03,Terminated,Tokyo
E01747,O,49,Operations,2,2015-06-10,,Active,Sydney
E01748,O,40,Sales,1,2020-10-05,2025-03-28,Resigned,Tokyo
E01749,O,59,Operations,3,2018-08-25,,Active,London
E01750,O,38,Operations,4,2015-07-02,,Active,Berlin
E01751,M,25,Marketing,4,2016-02-02,,Active,New York
E01752,F,41,IT,6,2024-12-15,,Active,Sydney
E01753,O,37,Operations,1,2021-06-13,,Active,Berlin
E01754,O,49,Finance,6,2016-08-02,,Active,New York
E01755,M,38,Finance,6,2017-11-11,,Active,Toronto
E01756,F,45,Finance,2,2016-07-11,,Active,Toronto
E01757,O,26,Operations,1,2017-01-15,,Active,Toronto
E01758,F,43,Finance,4,2016-04-22,,Active,New York
E01759,M,39,Marketing,5,2016-10-20,,Active,Toronto
E01760,F,38,Sales,5,2015-03-30,,Active,London
E01761,M,55,Finance,2,2023-09-16,2025-11-30,Resigned,Berlin
E01762,M,35,Sales,4,2017-01-15,2025-10-28,Resigned,Sydney
E01763,F,45,Marketing,6,2018-09-15,,Active,Berlin
E01764,M,45,Operations,1,2025-03-16,,Active,Berlin
E01765,M,60,Finance,1,2023-09-21,,Active,Singapore
E01766,F,43,Operations,6,2016-12-21,,Active,Sydney
E01767,F,40,Operations,4,2015-12-12,,Active,Singapore
E01768,O,31,HR,4,2019-09-02,,Active,Singapore
E01769,F,41,IT,3,2021-05-11,2024-10-29,Terminated,Tokyo
E01770,O,45,Operations,1,2016-11-28,2021-12-25,Terminated,Sydney
E01771,O,36,Finance,1,2015-08-25,,Active,Sydney
E01772,O,56,Operations,6,2019-04-08,,Active,Sydney
E01773,M,43,HR,1,2019-06-22,,Active,Tokyo
E01774,O,24,IT,4,2022-11-27,,Active,New York
E01775,F,37,Finance,5,2016-04-03,,Active,Sydney
E01776,F,30,Finance,6,2017-10-05,,Active,Toronto
E01777,M,58,R&D,3,2018-07-17,,Active,Sydney
E01778,M,34,Operations,4,2023-12-08,,Active,Toronto
E01779,F,37,Operations,3,2024-08-22,,Active,Berlin
E01780,O,29,Operations,1,2021-08-04,,Active,Tokyo
E01781,M,29,Sales,5,2025-02-25,2025-07-03,Resigned,Toronto
E01782,O,30,IT,4,2018-07-04,,Active,Toronto
E01783,O,22,IT,6,2021-02-04,2023-11-25,Terminated,Singapore
E01784,F,55,HR,4,2025-04-20,,Active,Tokyo
E01785,F,37,HR,6,2022-02-12,,Active,London
E01786,F,32,IT,4,2015-06-15,,Active,Tokyo
E01787,F,40,Finance,1,2017-10-24,,Active,Tokyo
E01788,F,26,Sales,5,2024-11-19,,Active,Singapore
E01789,M,52,R&D,3,2021-06-22,,Active,Singapore
E01790,M,53,IT,2,2021-05-30,2023-10-20,Resigned,Singapore
E01791,F,55,R&D,3,2019-12-02,,Active,New York
E01792,M,37,Finance,3,2025-04-02,,Active,Berlin
E01793,O,31,Marketing,1,2015-01-21,,Active,Sydney
E01794,F,33,IT,2,2016-07-23,,Active,Tokyo
E01795,O,60,Finance,4,2024-04-14,,Active,Toronto
E01796,O,24,Finance,3,2020-12-14,,Active,London
E01797,F,23,Finance,5,2016-01-20,2019-09-20,Resigned,Tokyo
E01798,F,26,Marketing,6,2016-10-22,,Active,Sydney
E01799,M,45,R&D,2,2016-07-09,2017-09-12,Terminated,London
E01800,F,37,Finance,3,2024-02-10,2025-03-27,Resigned,New York
E01801,O,22,Finance,6,2022-04-27,,Active,Toronto
E01802,M,36,IT,5,2024-10-29,,Active,Sydney
E01803,F,23,Operations,2,2016-07-09,,Active,Toronto
E01804,M,36,Finance,2,2015-10-02,,Active,Singapore
E01805,M,50,HR,1,2018-08-29,,Active,Tokyo
E01806,F,49,R&D,3,2017-12-16,,Active,Singapore
E01807,M,56,Finance,1,2017-07-13,,Active,Berlin
E01808,M,48,Finance,2,2016-04-04,,Active,New York
E01809,O,59,Operations,5,2024-03-25,,Active,Toronto
E01810,O,50,R&D,2,2021-12-24,2025-09-18,Terminated,Sydney
E01811,M,34,R&D,1,2021-08-23,,Active,Singapore
E01812,O,30,IT,6,2015-12-18,2024-04-20,Resigned,Singapore
E01813,O,30,Operations,6,2015-06-17,,Active,Toronto
E01814,M,56,IT,5,2016-07-27,2025-05-07,Resigned,Sydney
E01815,M,57,HR,3,2017-08-23,,Active,Berlin
E01816,M,27,Finance,2,2023-05-11,2025-02-28,Resigned,Singapore
E01817,O,32,Sales,4,2025-01-24,,Active,Berlin
E01818,M,23,Sales,6,2015-08-12,2018-03-16,Resigned,New York
E01819,M,45,Marketing,5,2015-04-13,,Active,Singapore
E01820,F,29,HR,6,2023-10-18,,Active,Tokyo
E01821,M,60,Operations,2,2025-07-29,,Active,Singapore
E01822,O,33,Sales,2,2019-07-01,,Active,New York
E01823,F,51,IT,4,2015-10-25,2016-02-02,Resigned,Sydney
E01824,F,45,R&D,1,2023-10-26,,Active,Berlin
E01825,O,31,IT,4,2019-08-02,,Active,London
E01826,F,58,HR,2,2021-04-06,,Active,Singapore
E01827,M,48,Marketing,2,2024-04-27,,Active,London
E01828,M,55,Sales,6,2017-02-16,2018-10-18,Terminated,Sydney
E01829,F,57,Sales,1,2023-07-05,,Active,Sydney
E01830,O,55,Marketing,2,2018-03-28,,Active,Tokyo
E01831,F,26,HR,2,2017-01-16,,Active,London
E01832,O,41,Operations,6,2021-03-17,,Active,Toronto
E01833,O,55,Finance,6,2021-08-14,2024-11-22,Terminated,Berlin
E01834,F,32,HR,4,2020-09-28,,Active,Toronto
E01835,M,45,Marketing,2,2020-12-21,,Active,Singapore
E01836,O,52,IT,1,2021-11-30,,Active,Toronto
E01837,O,23,Sales,5,2018-11-09,,Active,Sydney
E01838,O,39,Operations,2,2020-05-28,,Active,Sydney
E01839,O,43,IT,6,2015-05-19,,Active,Toronto
E01840,M,34,Finance,3,2023-01-02,,Active,London
E01841,O,28,Finance,2,2016-06-08,2024-12-18,Terminated,Singapore
E01842,O,27,Finance,5,2025-02-05,,Active,London
E01843,F,24,R&D,2,2021-07-12,,Active,Berlin
E01844,F,28,Sales,4,2022-11-30,,Active,Berlin
E01845,M,23,IT,2,2015-05-13,,Active,London
E01846,O,55,Finance,5,2015-06-02,2022-07-27,Terminated,Singapore
E01847,O,29,HR,5,2021-05-07,,Active,Singapore
E01848,F,30,Operations,3,2015-04-03,2025-08-01,Resigned,Singapore
E01849,F,36,IT,3,2018-01-10,,Active,Sydney
E01850,O,34,Finance,4,2017-07-18,,Active,Singapore
E01851,O,37,Operations,1,2022-09-27,,Active,London
E01852,M,40,HR,6,2017-07-03,,Active,New York
E01853,O,37,IT,3,2022-10-10,,Active,Singapore
E01854,O,30,R&D,1,2021-04-21,,Active,New York
E01855,M,46,Operations,3,2021-10-12,,Active,London
E01856,M,42,R&D,1,2018-11-03,2020-10-24,Resigned,Tokyo
E01857,M,57,Sales,5,2017-10-06,,Active,Tokyo
E01858,F,31,Sales,6,2024-07-10,2025-09-25,Terminated,Sydney
E01859,F,50,Operations,5,2018-07-23,,Active,New York
E01860,O,24,Operations,4,2018-04-02,2021-03-30,Resigned,London
E01861,F,60,R&D,1,2015-06-01,,Active,Toronto
E01862,F,50,Operations,1,2019-03-03,,Active,London
E01863,O,48,Operations,6,2024-05-28,,Active,Sydney
E01864,O,51,Operations,5,2016-11-12,,Active,Singapore
E01865,F,58,Operations,6,2018-01-02,2023-06-17,Resigned,Tokyo
E01866,F,33,Operations,2,2018-07-26,2025-11-17,Resigned,Sydney
E01867,F,48,Operations,1,2024-12-12,,Active,Sydney
E01868,F,48,R&D,4,2015-10-14,,Active,New York
E01869,O,60,R&D,5,2018-07-23,,Active,London
E01870,O,23,Finance,5,2019-06-11,,Active,Toronto
E01871,M,49,R&D,5,2020-03-05,2022-09-12,Terminated,Sydney
E01872,O,39,Finance,6,2016-11-03,,Active,Tokyo
E01873,F,22,R&D,2,2023-09-30,,Active,New York
E01874,M,58,Sales,3,2020-08-09,,Active,Sydney
E01875,F,37,Marketing,2,2024-05-20,,Active,Sydney
E01876,O,32,IT,1,2022-03-02,,Active,Singapore
E01877,F,26,Operations,4,2015-08-21,2022-02-26,Resigned,Tokyo
E01878,O,25,HR,1,2016-11-22,,Active,Singapore
E01879,F,42,R&D,1,2015-12-16,,Active,Sydney
E01880,O,31,Marketing,4,2015-11-24,,Active,Toronto
E01881,M,60,Marketing,4,2019-09-24,,Active,Tokyo
E01882,O,30,Marketing,4,2024-10-16,2025-08-08,Resigned,Singapore
E01883,M,60,Finance,6,2016-06-25,,Active,Sydney
E01884,O,26,R&D,3,2018-10-11,2022-08-20,Resigned,Sydney
E01885,F,44,R&D,2,2021-04-30,2022-10-24,Terminated,London
E01886,O,32,IT,5,2015-06-30,,Active,New York
E01887,O,51,R&D,2,2022-06-03,,Active,Berlin
E01888,M,56,Finance,1,2019-03-09,,Active,Tokyo
E01889,O,47,HR,2,2019-07-24,,Active,New York
E01890,F,35,IT,4,2025-06-02,,Active,London
E01891,O,53,IT,4,2025-05-15,,Active,London
E01892,M,59,R&D,4,2023-01-22,,Active,New York
E01893,O,56,Marketing,5,2020-12-10,,Active,London
E01894,F,56,Sales,2,2018-10-11,,Active,Singapore
E01895,O,43,HR,1,2018-05-24,,Active,Tokyo
E01896,O,49,Operations,6,2021-04-13,,Active,Sydney
E01897,O,37,IT,4,2021-11-05,,Active,Tokyo
E01898,M,27,Marketing,2,2025-06-10,,Active,Sydney
E01899,F,47,R&D,1,2025-04-25,,Active,London
E01900,O,38,Marketing,6,2021-10-03,,Active,New York
E01901,M,58,Operations,3,2021-05-07,,Active,London
E01902,O,39,Operations,6,2018-08-23,,Active,Singapore
E01903,O,30,Sales,2,2015-10-14,,Active,New York
E01904,F,38,R&D,6,2023-07-06,,Active,Sydney
E01905,F,54,Sales,5,2023-03-02,,Active,Toronto
E01906,F,51,R&D,5,2015-08-13,,Active,Sydney
E01907,M,50,Finance,4,2021-03-07,,Active,Sydney
E01908,O,26,Marketing,4,2024-09-22,2025-08-27,Terminated,Berlin
E01909,F,58,Operations,5,2021-11-15,,Active,London
E01910,O,24,Operations,4,2025-05-16,,Active,London
E01911,O,37,Finance,6,2020-12-10,2023-07-05,Resigned,Toronto
E01912,O,51,Operations,6,2024-07-18,2025-04-14,Resigned,Berlin
E01913,O,39,HR,3,2019-05-23,2024-02-26,Terminated,Singapore
E01914,M,40,HR,5,2017-11-19,,Active,Singapore
E01915,F,34,Sales,2,2023-10-18,,Active,Tokyo
E01916,F,42,Finance,1,2017-07-29,,Active,Berlin
E01917,F,32,Marketing,5,2021-01-25,,Active,London
E01918,O,45,Operations,6,2016-07-13,2025-09-27,Resigned,Singapore
E01919,F,55,IT,4,2019-11-10,,Active,Toronto
E01920,O,40,HR,4,2019-12-25,2021-04-10,Terminated,Singapore
E01921,O,52,IT,1,2024-05-07,,Active,Singapore
E01922,O,39,HR,2,2015-06-28,2021-09-06,Resigned,Sydney
E01923,F,42,HR,1,2020-09-07,2022-06-23,Resigned,Tokyo
E01924,F,28,R&D,5,2018-11-21,,Active,Singapore
E01925,M,28,Operations,2,2019-11-22,,Active,Berlin
E01926,M,55,Marketing,5,2016-11-18,,Active,Tokyo
E01927,M,52,Operations,2,2015-11-17,,Active,Toronto
E01928,O,47,Operations,3,2017-07-23,,Active,Singapore
E01929,F,54,IT,5,2021-06-15,,Active,Berlin
E01930,F,30,HR,2,2022-04-16,,Active,Singapore
E01931,O,59,R&D,6,2021-03-09,,Active,Berlin
E01932,O,29,Finance,5,2016-03-15,,Active,Berlin
E01933,M,24,Sales,1,2017-12-19,,Active,New York
E01934,O,30,Finance,2,2025-07-04,,Active,New York
E01935,M,43,Finance,3,2022-04-05,2023-02-06,Terminated,New York
E01936,F,55,HR,5,2024-05-07,,Active,Berlin
E01937,F,49,Sales,2,2022-11-07,,Active,Toronto
E01938,M,45,R&D,2,2023-10-31,,Active,New York
E01939,M,33,IT,2,2023-04-17,,Active,Sydney
E01940,M,31,Finance,5,2025-01-30,2025-03-13,Terminated,London
E01941,F,55,R&D,1,2018-07-26,,Active,New York
E01942,O,23,Operations,3,2023-11-14,2025-05-06,Terminated,Tokyo
E01943,M,52,Sales,3,2022-10-28,,Active,London
E01944,F,58,Finance,2,2015-08-05,,Active,Tokyo
E01945,O,57,R&D,4,2018-11-19,,Active,Tokyo
E01946,M,52,R&D,1,2017-02-20,2021-02-02,Resigned,Tokyo
E01947,O,42,Operations,1,2017-11-26,2021-11-10,Terminated,London
E01948,F,26,R&D,5,2025-12-16,,Active,Singapore
E01949,M,45,Finance,6,2018-04-25,,Active,Berlin
E01950,O,29,HR,4,2022-10-29,,Active,Berlin
E01951,M,37,Sales,3,2015-08-09,,Active,Tokyo
E01952,F,29,Operations,6,2017-11-05,,Active,Toronto
E01953,M,26,Operations,4,2017-06-03,2021-01-01,Terminated,London
E01954,M,30,Marketing,3,2024-06-11,,Active,Toronto
E01955,M,28,IT,6,2017-01-08,,Active,Singapore
E01956,M,38,Finance,1,2023-07-15,,Active,New York
E01957,O,44,Sales,4,2025-12-05,2025-10-28,Terminated,Sydney
E01958,M,25,R&D,4,2015-10-01,2020-05-09,Terminated,Sydney
E01959,O,42,Sales,5,2016-05-27,,Active,Singapore
E01960,O,23,Operations,1,2017-10-07,,Active,Singapore
E01961,M,39,HR,4,2025-07-02,,Active,London
E01962,O,58,Sales,1,2021-03-15,,Active,London
E01963,F,31,IT,1,2021-11-16,2023-07-25,Resigned,Sydney
E01964,M,51,Sales,6,2021-07-18,,Active,Toronto
E01965,O,27,Sales,6,2016-11-01,2023-01-13,Resigned,Toronto
E01966,M,50,Operations,1,2017-05-25,,Active,Toronto
E01967,M,35,Operations,6,2015-12-23,,Active,Toronto
E01968,F,33,Finance,1,2022-01-07,,Active,Sydney
E01969,M,33,Sales,3,2016-12-26,2017-10-14,Terminated,Singapore
E01970,M,30,Operations,3,2017-06-09,,Active,Toronto
E01971,O,44,Finance,3,2021-01-24,,Active,Toronto
E01972,O,44,R&D,5,2017-04-24,,Active,Sydney
E01973,M,31,Finance,1,2019-10-26,2022-03-07,Terminated,Tokyo
E01974,F,23,Sales,2,2019-08-18,,Active,London
E01975,F,45,IT,1,2024-09-13,2025-08-13,Terminated,Tokyo
E01976,O,27,Operations,4,2021-12-12,,Active,New York
E01977,M,55,Finance,3,2025-03-22,,Active,London
E01978,F,22,Sales,6,2018-07-31,,Active,London
E01979,M,45,IT,5,2021-10-10,,Active,New York
E01980,F,26,Sales,5,2020-05-14,,Active,Berlin
E01981,F,38,Sales,2,2022-10-28,,Active,London
E01982,F,57,IT,1,2015-08-01,,Active,New York
E01983,M,48,IT,6,2023-04-25,2025-06-08,Terminated,Singapore
E01984,M,56,Marketing,1,2015-04-02,,Active,Sydney
