Employee_ID,Performance_Rating,Last_Promotion_Year,Job_Level,Department
E02339,4,2017,6,Finance
E02340,2,2024,2,Operations
E02341,2,2018,3,Finance
E02342,4,2025,3,HR
E02343,2,2021,1,Operations
E02344,2,2023,6,Marketing
E02345,5,2021,2,HR
E02346,5,2017,3,Sales
E02347,5,2017,5,IT
E02348,5,2021,6,Sales
E02349,3,2024,4,R&D
E02350,5,2022,5,Marketing
E02351,5,2024,1,Operations
E02352,5,2020,6,R&D
E02353,3,2022,1,IT
E02354,4,2025,4,Sales
E02355,3,2023,2,Finance
E02356,4,2025,5,Sales
E02357,5,2019,1,HR
E02358,5,2020,1,Marketing
E02359,1,2024,6,IT
E02360,1,2018,2,HR
E02361,5,2019,1,Sales
E02362,5,2017,6,HR
E02363,2,2021,1,Sales
E02364,5,2024,4,Marketing
E02365,5,2020,2,Sales
E02366,5,2022,5,Finance
E02367,4,2023,3,HR
E02368,1,2018,2,Marketing
E02369,4,2024,6,Finance
E02370,4,2023,2,IT
E02371,3,2021,2,Finance
E02372,4,2022,1,R&D
E02373,1,2022,6,Operations
E02374,3,2019,5,Finance
E02375,3,2021,2,Finance
E02376,2,2017,5,Operations
E02377,5,2017,1,Operations
E02378,3,2022,5,Finance
E02379,4,2019,2,Sales
E02380,5,2025,2,Marketing
E02381,2,2025,3,Sales
E02382,3,2025,2,Operations
E02383,3,2018,4,Finance
E02384,2,2025,1,IT
E02385,1,2019,3,Finance
E02386,1,2021,6,Operations
E02387,3,2018,6,IT
E02388,1,2024,3,Finance
E02389,1,2025,2,R&D
E02390,1,2024,3,R&D
E02391,2,2023,1,Finance
E02392,1,2023,5,Operations
E02393,2,2017,2,Marketing
E02394,4,2019,3,IT
E02395,4,2022,4,HR
E02396,5,2017,2,IT
E02397,1,2024,4,Finance
E02398,5,2024,2,IT
E02399,3,2023,2,Marketing
E02400,1,2024,2,IT
E02401,3,2019,1,Finance
E02402,5,2021,6,Finance
E02403,4,2024,6,R&D
E02404,3,2022,2,Operations
E02405,3,2025,4,Finance
E02406,1,2023,3,Finance
E02407,5,2018,5,IT
E02408,4,2021,6,Operations
E02409,1,2025,5,Marketing
E02410,4,2025,3,HR
E02411,5,2019,1,IT
E02412,5,2020,1,HR
E02413,3,2025,2,R&D
E02414,3,2021,4,Marketing
E02415,2,2024,1,Finance
E02416,5,2025,1,HR
E02417,1,2025,6,Sales
E02418,4,2017,5,Sales
E02419,2,2020,1,Sales
E02420,5,2024,4,Marketing
E02421,1,2025,6,IT
E02422,2,2020,2,HR
E02423,5,2018,2,IT
E02424,2,2021,5,R&D
E02425,3,2020,3,Finance
E02426,5,2021,4,Marketing
E02427,1,2025,4,R&D
E02428,5,2019,1,R&D
E02429,2,2023,4,Finance
E02430,3,2019,5,Operations
E02431,2,2022,6,Sales
E02432,1,2025,1,IT
E02433,3,2017,6,Marketing
E02434,2,2020,1,Sales
E02435,4,2018,1,Marketing
E02436,4,2018,2,R&D
E02437,1,2024,6,Finance
E02438,1,2021,2,Sales
E02439,1,2018,2,Marketing
E02440,3,2024,3,Finance
E02441,4,2025,5,Finance
E02442,2,2023,1,HR
E02443,4,2019,4,Operations
E02444,3,2021,4,IT
E02445,1,2017,6,Sales
E02446,3,2019,3,Sales
E02447,4,2025,3,HR
E02448,3,2019,3,Finance
E02449,3,2021,2,Operations
E02450,1,2025,6,IT
E02451,3,2021,6,Finance
E02452,5,2023,6,Sales
E02453,1,2017,3,Marketing
E02454,3,2018,3,Finance
E02455,5,2023,1,Sales
E02456,2,2017,1,Marketing
E02457,1,2018,5,Operations
E02458,2,2018,2,IT
E02459,2,2022,4,IT
E02460,4,2025,1,Operations
E02461,3,2020,1,IT
E02462,5,2025,1,Finance
E02463,1,2020,4,R&D
E02464,1,2024,4,Marketing
E02465,3,2024,5,Finance
E02466,1,2019,4,Operations
E02467,4,2025,6,IT
E02468,2,2020,3,Finance
E02469,5,2022,1,Finance
E02470,3,2018,4,Marketing
E02471,2,2018,2,R&D
E02472,1,2024,4,R&D
E02473,2,2021,1,Finance
E02474,3,2025,1,R&D
E02475,4,2018,1,IT
E02476,1,2023,1,Sales
E02477,4,2020,6,HR
E02478,1,2017,3,Sales
E02479,2,2024,3,Sales
E02480,1,2019,1,Sales
E02481,5,2018,3,Marketing
E02482,4,2019,4,HR
E02483,3,2021,2,Marketing
E02484,1,2024,1,Marketing
E02485,3,2024,4,Sales
E02486,2,2025,4,Sales
E02487,4,2019,1,Marketing
E02488,4,2025,2,Finance
E02489,4,2023,5,Marketing
E02490,1,2020,4,Finance
E02491,3,2019,4,R&D
E02492,5,2025,5,Marketing
E02493,2,2021,2,R&D
E02494,4,2020,6,Sales
E02495,3,2017,3,R&D
E02496,4,2025,6,R&D
E02497,2,2025,3,Marketing
E02498,2,2024,4,Sales
E02499,1,2018,2,IT
E02500,1,2023,4,R&D
E02501,5,2025,2,Sales
E02502,1,2019,1,HR
E02503,4,2018,1,Sales
E02504,1,2020,1,Operations
E02505,3,2020,1,Finance
E02506,4,2020,4,Marketing
E02507,5,2017,3,Finance
E02508,2,2022,6,Operations
E02509,4,2019,5,IT
E02510,1,2021,1,Finance
E02511,3,2019,4,IT
E02512,3,2022,3,Operations
E02513,1,2023,5,R&D
E02514,1,2019,1,Sales
E02515,2,2017,1,Finance
E02516,2,2020,1,Operations
E02517,3,2017,2,IT
E02518,1,2020,3,R&D
E02519,2,2020,5,Operations
E02520,2,2017,2,Finance
E02521,3,2021,6,HR
E02522,5,2019,4,Operations
E02523,5,2022,4,Finance
E02524,3,2018,4,IT
E02525,1,2020,5,Marketing
E02526,3,2024,6,HR
E02527,2,2017,5,R&D
E02528,2,2025,2,Marketing
E02529,3,2020,3,Sales
E02530,2,2018,1,IT
E02531,4,2024,2,IT
E02532,2,2018,2,Marketing
E02533,5,2019,3,Finance
E02534,4,2020,4,Sales
E02535,1,2022,5,Sales
E02536,4,2021,6,HR
E02537,5,2019,5,HR
E02538,1,2025,4,Marketing
E02539,2,2022,6,Marketing
E02540,1,2018,4,Sales
E02541,3,2024,6,HR
E02542,1,2019,5,Marketing
E02543,5,2023,3,HR
E02544,1,2021,4,Sales
E02545,1,2020,4,Operations
E02546,5,2019,1,R&D
E02547,2,2023,4,HR
E02548,1,2022,1,IT
E02549,4,2019,6,Marketing
E02550,4,2019,5,Finance
E02551,1,2020,4,Marketing
E02552,4,2021,6,IT
E02553,3,2018,4,R&D
E02554,4,2017,4,Finance
E02555,4,2018,3,Finance
E02556,1,2024,1,Sales
E02557,3,2025,6,Finance
E02558,4,2022,3,HR
E02559,1,2019,5,Sales
E02560,2,2023,3,Sales
E02561,1,2017,6,IT
E02562,4,2021,5,HR
E02563,5,2017,3,Marketing
E02564,4,2017,4,Sales
E02565,4,2025,6,Sales
E02566,1,2025,4,HR
E02567,2,2023,4,Sales
E02568,1,2025,1,Operations
E02569,5,2018,5,R&D
E02570,5,2023,1,HR
E02571,1,2020,4,Finance
E02572,4,2020,5,HR
E02573,4,2024,1,Marketing
E02574,5,2023,1,HR
E02575,2,2023,3,Operations
E02576,5,2024,2,R&D
E02577,3,2019,3,R&D
E02578,4,2018,1,R&D
E02579,2,2017,4,R&D
E02580,5,2018,5,Sales
E02581,3,2020,1,Finance
E02582,3,2021,6,IT
E02583,5,2025,2,Operations
E02584,5,2017,2,R&D
E02585,1,2022,5,HR
E02586,3,2020,3,Finance
E02587,1,2024,3,R&D
E02588,3,2020,5,Marketing
E02589,3,2019,5,R&D
E02590,4,2021,2,HR
E02591,5,2018,1,IT
E02592,5,2019,5,Marketing
E02593,4,2019,3,Sales
E02594,4,2021,3,R&D
E02595,5,2023,1,Marketing
E02596,1,2020,4,Sales
E02597,3,2021,2,IT
E02598,3,2022,5,HR
E02599,3,2019,1,Sales
E02600,2,2020,1,Marketing
E02601,4,2017,2,Finance
E02602,3,2020,4,Marketing
E02603,2,2023,6,Finance
E02604,3,2017,6,Sales
E02605,4,2020,3,Sales
E02606,2,2020,4,HR
E02607,4,2021,4,Marketing
E02608,2,2019,5,Finance
E02609,1,2023,5,Finance
E02610,5,2019,5,IT
E02611,4,2025,6,Operations
E02612,4,2017,4,R&D
E02613,3,2020,5,Finance
E02614,1,2017,5,Finance
E02615,2,2017,1,HR
E02616,3,2019,2,Operations
E02617,4,2021,5,Finance
E02618,3,2019,6,Sales
E02619,4,2023,3,Finance
E02620,4,2019,5,Sales
E02621,1,2018,6,Sales
E02622,4,2018,6,HR
E02623,3,2017,4,Operations
E02624,3,2020,4,Sales
E02625,4,2024,6,Finance
E02626,1,2019,4,Finance
E02627,5,2024,5,R&D
E02628,3,2021,2,Marketing
E02629,4,2025,1,Operations
E02630,4,2023,3,Sales
E02631,5,2022,5,Sales
E02632,1,2021,6,R&D
E02633,3,2025,1,Finance
E02634,4,2021,6,HR
E02635,1,2023,4,Sales
E02636,5,2020,4,Marketing
E02637,1,2020,3,HR
E02638,4,2019,2,Operations
E02639,3,2017,5,Operations
E02640,4,2021,2,Operations
E02641,2,2020,2,Operations
E02642,5,2017,3,Operations
E02643,1,2019,6,IT
E02644,3,2020,5,R&D
E02645,5,2022,2,Finance
E02646,1,2023,4,HR
E02647,1,2024,6,Marketing
E02648,1,2025,3,HR
E02649,1,2022,4,Finance
E02650,2,2022,4,HR
E02651,1,2025,2,IT
E02652,1,2022,4,Finance
E02653,1,2022,4,Finance
E02654,3,2017,6,R&D
E02655,2,2017,2,IT
E02656,3,2019,3,IT
E02657,1,2019,5,Sales
E02658,4,2021,6,IT
E02659,3,2022,6,Sales
E02660,5,2023,5,IT
E02661,4,2023,2,HR
E02662,3,2023,6,Operations
E02663,3,2025,4,Finance
E02664,4,2017,3,Marketing
E02665,1,2022,1,HR
E02666,1,2023,4,IT
E02667,1,2022,1,HR
E02668,3,2024,1,HR
E02669,5,2017,4,IT
E02670,5,2025,5,Marketing
E02671,1,2025,6,R&D
E02672,5,2024,5,HR
E02673,2,2024,6,IT
E02674,1,2019,3,IT
E02675,5,2024,4,Operations
E02676,2,2025,5,Finance
E02677,5,2019,2,Finance
E02678,3,2019,2,Marketing
E02679,4,2020,2,Finance
E02680,4,2018,3,Operations
E02681,3,2018,5,Operations
E02682,4,2022,2,R&D
E02683,2,2018,5,R&D
E02684,4,2019,4,R&D
E02685,4,2025,4,Marketing
E02686,4,2017,6,Marketing
E02687,3,2019,2,HR
E02688,3,2017,3,Finance
E02689,3,2025,6,HR
E02690,4,2019,2,Marketing
E02691,3,2023,4,Finance
E02692,5,2024,3,R&D
E02693,5,2025,2,IT
E02694,5,2022,3,Sales
E02695,4,2021,5,Sales
E02696,1,2019,2,Finance
E02697,3,2021,5,R&D
E02698,2,2019,1,Finance
E02699,3,2023,3,Operations
E02700,5,2019,4,Operations
E02701,3,2025,6,Marketing
E02702,2,2021,1,Marketing
E02703,3,2023,3,HR
E02704,4,2020,4,HR
E02705,5,2017,5,IT
E02706,3,2022,4,Marketing
E02707,5,2023,3,Operations
E02708,4,2023,3,Sales
E02709,4,2025,4,IT
E02710,3,2022,3,R&D
E02711,5,2024,3,Finance
E02712,5,2023,2,Finance
E02713,4,2017,3,Sales
E02714,1,2019,5,Finance
E02715,2,2017,1,HR
E02716,5,2023,2,R&D
E02717,2,2025,4,Marketing
E02718,4,2020,4,Finance
E02719,1,2022,4,Sales
E02720,5,2025,5,R&D
E02721,2,2017,1,R&D
E02722,5,2017,5,HR
E02723,4,2024,2,Sales
E02724,1,2025,3,Marketing
E02725,5,2022,5,HR
E02726,2,2020,3,R&D
E02727,5,2021,6,IT
E02728,1,2023,4,Marketing
E02729,4,2025,2,Sales
E02730,5,2021,2,HR
E02731,2,2024,1,Operations
E02732,2,2024,5,Operations
E02733,5,2024,4,IT
E02734,3,2018,4,Operations
E02735,5,2025,3,Marketing
E02736,1,2022,4,R&D
E02737,5,2023,5,IT
E02738,4,2023,2,Sales
E02739,1,2019,2,IT
E02740,5,2017,1,Marketing
E02741,5,2025,5,IT
E02742,1,2024,1,Sales
E02743,4,2019,5,Marketing
E02744,3,2024,5,Finance
E02745,5,2023,1,R&D
E02746,1,2024,2,Sales
E02747,3,2017,2,R&D
E02748,5,2020,3,R&D
E02749,5,2025,3,R&D
E02750,1,2019,1,IT
E02751,4,2018,1,Sales
E02752,5,2024,5,Sales
E02753,3,2021,1,Marketing
E02754,3,2017,3,Operations
E02755,5,2022,4,R&D
E02756,4,2022,5,Sales
E02757,1,2025,6,Finance
E02758,1,2022,2,Sales
E02759,4,2022,3,R&D
E02760,1,2024,6,HR
E02761,1,2022,4,HR
E02762,5,2018,6,Operations
E02763,1,2025,3,Marketing
E02764,4,2023,1,Operations
E02765,3,2017,5,Operations
E02766,2,2020,2,Sales
E02767,5,2023,6,Marketing
E02768,5,2023,4,Operations
E02769,2,2021,1,Marketing
E02770,2,2021,2,Finance
E02771,4,2024,2,IT
E02772,3,2019,1,R&D
E02773,2,2022,1,Sales
E02774,2,2023,4,HR
E02775,1,2022,2,Operations
E02776,4,2024,3,R&D
E02777,1,2019,3,Sales
E02778,3,2025,6,IT
E02779,3,2024,5,Finance
E02780,1,2022,3,IT
E02781,5,2025,2,Operations
E02782,1,2021,2,Sales
E02783,4,2018,2,HR
E02784,2,2018,5,IT
E02785,4,2024,3,Operations
E02786,1,2025,1,Finance
E02787,4,2021,6,IT
E02788,1,2019,1,Sales
E02789,2,2020,2,R&D
E02790,3,2022,2,IT
E02791,1,2021,2,HR
E02792,3,2022,4,Marketing
E02793,2,2025,1,Finance
E02794,5,2019,2,Finance
E02795,1,2017,3,Finance
E02796,2,2020,3,Sales
E02797,3,2023,4,Finance
E02798,3,2024,3,Finance
E02799,3,2019,5,Finance
E02800,4,2020,3,Sales
E02801,2,2022,6,Operations
E02802,3,2018,2,HR
E02803,5,2017,2,Sales
E02804,2,2021,3,HR
E02805,5,2023,4,Sales
E02806,4,2019,5,Sales
E02807,4,2020,1,HR
E02808,5,2023,2,HR
E02809,2,2021,4,Operations
E02810,1,2023,2,Operations
E02811,4,2018,6,Sales
E02812,4,2019,2,IT
E02813,1,2025,5,HR
E02814,4,2020,5,R&D
E02815,3,2019,4,Sales
E02816,2,2020,6,Finance
E02817,3,2017,6,Marketing
E02818,2,2023,3,Sales
E02819,1,2023,4,HR
E02820,2,2022,2,Finance
E02821,5,2017,6,IT
E02822,4,2024,3,Finance
E02823,5,2021,1,HR
E02824,5,2018,4,IT
E02825,1,2017,5,IT
E02826,4,2023,2,Finance
E02827,2,2021,6,Operations
E02828,3,2021,2,Sales
E02829,5,2018,2,Finance
E02830,1,2024,5,IT
E02831,1,2019,6,Finance
E02832,1,2021,1,R&D
E02833,2,2024,5,Finance
E02834,3,2023,4,Finance
E02835,4,2021,5,IT
E02836,3,2021,5,Marketing
E02837,4,2023,1,R&D
E02838,3,2019,5,IT
E02839,4,2018,1,HR
E02840,3,2023,6,Operations
E02841,1,2022,5,HR
E02842,4,2020,6,R&D
E02843,1,2024,3,Sales
E02844,3,2023,6,Marketing
E02845,3,2018,1,IT
E02846,5,2024,5,Sales
E02847,3,2018,4,IT
E02848,3,2019,1,Operations
E02849,3,2017,2,Finance
E02850,5,2021,2,Marketing
E02851,1,2020,1,HR
E02852,2,2022,2,R&D
E02853,3,2018,6,Finance
E02854,1,2017,5,Operations
E02855,5,2022,6,Operations
E02856,4,2024,6,Sales
E02857,4,2020,5,R&D
E02858,4,2025,6,Operations
E02859,4,2021,1,R&D
E02860,5,2022,5,Marketing
E02861,1,2025,5,Sales
E02862,5,2017,1,Operations
E02863,4,2022,5,Finance
E02864,1,2018,4,Finance
E02865,5,2018,4,Finance
E02866,5,2021,2,Operations
E02867,4,2021,5,R&D
E02868,1,2025,4,Marketing
E02869,1,2021,6,Finance
E02870,4,2018,3,R&D
E02871,4,2019,4,HR
E02872,2,2020,1,Sales
E02873,2,2018,3,Finance
E02874,2,2023,2,Operations
E02875,2,2019,5,R&D
E02876,2,2018,4,HR
E02877,4,2017,2,Finance
E02878,5,2017,3,Finance
E02879,5,2017,3,Sales
E02880,4,2024,2,Finance
E02881,3,2023,1,IT
E02882,4,2018,3,Finance
E02883,5,2019,5,HR
E02884,1,2023,3,HR
E02885,4,2021,1,Sales
E02886,3,2020,6,IT
E02887,3,2017,4,R&D
E02888,3,2024,6,R&D
E02889,4,2024,1,Marketing
E02890,3,2020,4,Marketing
E02891,2,2018,4,Finance
E02892,4,2020,5,Sales
E02893,2,2024,2,IT
E02894,1,2020,5,Operations
E02895,2,2019,5,Marketing
E02896,4,2023,1,R&D
E02897,1,2023,2,IT
E02898,2,2022,4,R&D
E02899,3,2023,3,Marketing
E02900,3,2023,4,Operations
E02901,1,2021,5,HR
E02902,4,2025,1,Finance
E02903,4,2023,6,Finance
E02904,5,2020,6,Operations
E02905,3,2023,2,HR
E02906,1,2021,2,Finance
E02907,1,2024,4,R&D
E02908,2,2020,5,Finance
E02909,3,2022,6,R&D
E02910,4,2020,4,Marketing
E02911,2,2017,1,Marketing
E02912,2,2020,3,R&D
E02913,1,2020,4,R&D
E02914,4,2019,6,Sales
E02915,3,2022,3,HR
E02916,4,2018,1,Finance
E02917,2,2025,6,Sales
E02918,1,2017,6,R&D
E02919,5,2022,1,HR
E02920,1,2021,3,Finance
E02921,1,2020,3,Finance
E02922,4,2021,1,R&D
E02923,2,2024,4,Marketing
E02924,4,2018,6,Operations
E02925,5,2023,5,IT
E02926,5,2020,4,Operations
E02927,3,2025,4,Marketing
E02928,4,2022,3,Finance
E02929,2,2025,3,Finance
E02930,4,2022,4,Finance
E02931,4,2025,3,IT
E02932,2,2019,1,Sales
E02933,2,2021,4,Marketing
E02934,5,2022,6,R&D
E02935,1,2025,1,IT
E02936,2,2024,1,Finance
E02937,3,2019,1,Marketing
E02938,2,2018,2,Operations
E02939,3,2024,3,R&D
E02940,4,2018,6,IT
E02941,5,2023,5,R&D
E02942,5,2020,4,Marketing
E02943,2,2019,1,Sales
E02944,5,2020,6,R&D
E02945,4,2017,5,Sales
E02946,4,2018,6,HR
E02947,1,2017,6,IT
E02948,3,2024,3,Finance
E02949,5,2025,5,Marketing
E02950,4,2024,5,Marketing
E02951,4,2021,4,Sales
E02952,4,2023,1,IT
E02953,3,2019,2,Sales
E02954,2,2017,1,Finance
E02955,1,2022,1,R&D
E02956,4,2018,3,IT
E02957,4,2020,1,Finance
E02958,1,2017,2,R&D
E02959,1,2021,5,Operations
E02960,3,2018,6,Finance
E02961,1,2021,2,Operations
E02962,4,2019,4,Marketing
E02963,4,2025,1,IT
E02964,3,2024,5,Sales
E02965,5,2020,1,R&D
E02966,5,2025,4,Sales
E02967,4,2023,5,IT
E02968,4,2024,6,IT
E02969,2,2023,4,Marketing
E02970,4,2023,6,Operations
E02971,5,2017,4,Finance
E02972,3,2019,4,R&D
E02973,3,2025,6,R&D
E02974,4,2022,5,HR
E02975,3,2025,1,Marketing
E02976,1,2023,6,IT
E02977,2,2022,2,Operations
E02978,5,2023,5,Sales
E02979,2,2021,3,Sales
E02980,4,2022,2,R&D
E02981,1,2018,6,R&D
E02982,4,2017,6,Finance
E02983,3,2019,1,Finance
E02984,4,2019,2,Finance
E02985,3,2019,6,Sales
E02986,2,2024,2,R&D
E02987,3,2021,3,R&D
E02988,2,2022,4,Operations
E02989,4,2025,3,HR
E02990,3,2025,3,Sales
E02991,4,2019,2,Operations
E02992,2,2017,4,Finance
E02993,3,2020,4,HR
E02994,3,2021,5,Marketing
E02995,3,2017,6,Marketing
E02996,2,2017,2,IT
E02997,4,2024,2,Finance
E02998,3,2017,5,Marketing
E02999,3,2018,4,IT
E03000,1,2019,6,R&D
E03001,2,2020,3,HR
E03002,1,2018,3,Sales
E03003,2,2023,5,R&D
E03004,4,2019,3,Marketing
E03005,3,2021,5,R&D
E03006,1,2020,4,HR
E03007,3,2020,6,IT
E03008,4,2020,4,IT
E03009,4,2022,1,HR
E03010,1,2019,6,R&D
E03011,4,2023,5,Operations
E03012,1,2020,1,Operations
E03013,1,2022,6,IT
E03014,2,2021,2,Finance
E03015,1,2021,1,Operations
E03016,1,2019,5,Finance
E03017,4,2022,2,Sales
E03018,5,2017,2,Marketing
E03019,2,2023,1,HR
E03020,4,2024,1,Sales
E03021,5,2019,3,R&D
E03022,4,2019,4,Sales
E03023,2,2019,5,IT
E03024,4,2020,4,Operations
E03025,4,2017,1,Sales
E03026,1,2021,5,HR
E03027,4,2025,2,IT
E03028,3,2022,5,Marketing
E03029,1,2020,5,Operations
E03030,4,2022,6,IT
E03031,5,2025,6,IT
E03032,1,2020,5,IT
E03033,2,2025,1,Marketing
E03034,2,2018,2,HR
E03035,1,2020,6,IT
E03036,4,2020,6,R&D
E03037,4,2023,6,IT
E03038,4,2017,1,IT
E03039,1,2025,3,Marketing
E03040,1,2018,2,IT
E03041,3,2023,6,Operations
E03042,1,2019,4,Finance
E03043,1,2025,2,Marketing
E03044,1,2019,4,Sales
E03045,4,2020,5,Sales
E03046,1,2019,5,Finance
E03047,1,2021,6,R&D
E03048,1,2021,4,Marketing
E03049,1,2022,4,Sales
E03050,4,2020,1,Operations
E03051,5,2023,3,Marketing
E03052,2,2017,2,Marketing
E03053,1,2022,4,Operations
E03054,2,2024,6,R&D
E03055,4,2019,2,HR
E03056,3,2024,4,IT
E03057,5,2023,1,Finance
E03058,5,2021,4,HR
E03059,3,2019,5,HR
E03060,3,2023,1,Marketing
E03061,4,2018,5,R&D
E03062,1,2023,6,R&D
E03063,2,2023,4,Finance
E03064,5,2025,5,Operations
E03065,5,2017,2,Operations
E03066,1,2024,1,Finance
E03067,2,2023,2,Marketing
E03068,1,2017,5,IT
E03069,5,2022,1,Operations
E03070,4,2020,3,Operations
E03071,2,2019,1,Operations
E03072,3,2025,1,Sales
E03073,1,2019,3,R&D
E03074,3,2018,1,Sales
E03075,1,2020,3,Sales
E03076,3,2025,5,Operations
E03077,5,2019,6,R&D
E03078,1,2023,2,Marketing
E03079,4,2024,2,IT
E03080,1,2019,1,R&D
E03081,1,2023,6,R&D
E03082,1,2025,4,R&D
E03083,5,2021,3,Sales
E03084,3,2017,2,R&D
E03085,5,2023,3,Marketing
E03086,2,2025,1,Marketing
E03087,1,2017,3,Marketing
E03088,3,2023,1,Marketing
E03089,1,2019,6,HR
E03090,4,2019,4,Marketing
E03091,1,2025,2,HR
E03092,3,2017,5,R&D
E03093,2,2021,5,R&D
E03094,1,2025,2,Operations
E03095,3,2021,6,Operations
E03096,2,2025,5,Finance
E03097,1,2022,3,IT
E03098,4,2017,5,R&D
E03099,3,2018,5,Marketing
E03100,5,2020,3,HR
E03101,2,2021,5,Sales
E03102,4,2023,6,R&D
E03103,4,2017,5,Operations
E03104,4,2018,3,IT
E03105,1,2022,3,Marketing
E03106,3,2021,4,R&D
E03107,3,2023,2,R&D
E03108,4,2023,3,HR
E03109,3,2019,3,Marketing
E03110,1,2021,6,IT
E03111,4,2023,6,HR
E03112,2,2025,3,Sales
E03113,4,2020,6,Finance
E03114,2,2024,1,HR
E03115,1,2021,3,Marketing
E03116,4,2024,6,Finance
E03117,4,2020,4,Marketing
E03118,5,2023,2,R&D
E03119,1,2024,1,IT
E03120,3,2024,1,Finance
E03121,5,2022,4,Finance
E03122,4,2022,5,Operations
E03123,2,2022,2,HR
E03124,4,2023,3,R&D
E03125,4,2023,3,HR
E03126,3,2024,5,IT
E03127,1,2021,1,Sales
E03128,3,2020,3,HR
E03129,2,2020,4,R&D
E03130,1,2018,6,Marketing
E03131,4,2018,3,R&D
E03132,4,2022,5,R&D
E03133,4,2023,6,Operations
E03134,5,2023,4,R&D
E03135,4,2025,3,R&D
E03136,3,2022,6,Operations
E03137,2,2017,1,R&D
E03138,3,2021,4,R&D
E03139,1,2021,5,Finance
E03140,3,2024,1,IT
E03141,3,2024,2,Sales
E03142,1,2020,4,Finance
E03143,5,2024,1,HR
E03144,4,2024,6,IT
E03145,2,2017,2,Finance
E03146,5,2018,2,Operations
E03147,4,2025,5,Operations
E03148,1,2019,5,HR
E03149,5,2019,5,HR
E03150,5,2018,1,Finance
E03151,1,2021,6,Sales
E03152,2,2018,6,HR
E03153,1,2019,6,Operations
E03154,4,2018,4,HR
E03155,3,2020,6,IT
E03156,5,2018,3,IT
E03157,3,2022,4,Operations
E03158,3,2022,6,R&D
E03159,2,2023,6,Sales
E03160,5,2018,1,HR
E03161,5,2018,6,IT
E03162,2,2018,6,Sales
E03163,4,2022,5,Finance
E03164,1,2025,4,R&D
E03165,2,2022,5,HR
E03166,2,2019,5,Sales
E03167,4,2019,4,R&D
E03168,3,2022,1,Operations
E03169,5,2023,3,Sales
E03170,2,2021,5,IT
E03171,4,2022,3,Sales
E03172,5,2025,3,Operations
E03173,3,2023,3,Marketing
E03174,4,2023,4,Operations
E03175,2,2019,5,R&D
E03176,3,2024,6,IT
E03177,2,2025,4,R&D
E03178,3,2020,6,HR
E03179,1,2021,3,R&D
E03180,5,2020,3,R&D
E03181,5,2022,4,IT
E03182,3,2025,4,R&D
E03183,2,2019,5,Sales
E03184,2,2025,6,R&D
E03185,4,2025,2,Operations
E03186,1,2023,4,Sales
E03187,5,2022,2,Sales
E03188,1,2024,1,HR
E03189,5,2024,6,R&D
E03190,5,2023,3,R&D
E03191,4,2021,1,Marketing
E03192,3,2018,4,HR
E03193,1,2020,4,Operations
E03194,2,2017,2,Operations
E03195,2,2019,4,HR
E03196,5,2019,6,Sales
E03197,3,2023,1,Marketing
E03198,3,2025,5,Sales
E03199,3,2025,3,Sales
E03200,4,2017,1,R&D
E03201,4,2021,4,Operations
E03202,2,2023,4,R&D
E03203,3,2023,1,Operations
E03204,2,2018,2,R&D
E03205,4,2022,6,R&D
E03206,2,2022,2,Finance
E03207,3,2018,3,R&D
E03208,3,2022,5,Operations
E03209,3,2020,6,Operations
E03210,2,2025,5,HR
E03211,4,2022,3,Operations
E03212,3,2020,3,Marketing
E03213,3,2023,5,Sales
E03214,1,2024,1,Finance
E03215,4,2024,1,Finance
E03216,4,2024,1,R&D
E03217,5,2024,2,Operations
E03218,1,2020,4,HR
E03219,3,2024,6,R&D
E03220,3,2022,2,R&D
E03221,5,2021,6,Sales
E03222,2,2023,6,Operations
E03223,1,2021,6,Finance
E03224,4,2024,6,Marketing
E03225,1,2025,3,IT
E03226,5,2023,6,HR
E03227,1,2024,3,IT
E03228,5,2022,6,Marketing
E03229,3,2020,6,IT
E03230,4,2024,4,Marketing
E03231,4,2017,3,R&D
E03232,2,2020,5,Finance
E03233,1,2024,5,Sales
E03234,2,2022,3,Marketing
E03235,1,2021,5,Sales
E03236,2,2022,6,Finance
E03237,3,2019,2,Operations
E03238,4,2018,5,R&D
E03239,2,2022,2,R&D
E03240,2,2022,5,IT
E03241,3,2023,3,Sales
E03242,1,2018,3,Finance
E03243,3,2018,6,Sales
E03244,1,2020,5,Marketing
E03245,4,2025,1,R&D
E03246,2,2019,3,Operations
E03247,1,2018,5,HR
E03248,4,2021,2,Finance
E03249,4,2023,5,IT
E03250,3,2017,4,Finance
E03251,1,2024,6,R&D
E03252,3,2018,5,HR
E03253,2,2023,2,Sales
E03254,3,2018,4,HR
E03255,5,2017,1,IT
E03256,4,2017,5,Sales
E03257,1,2018,6,Finance
E03258,5,2023,3,R&D
E03259,1,2020,2,Marketing
E03260,2,2019,3,Finance
E03261,3,2025,1,Operations
E03262,3,2025,5,Sales
E03263,4,2020,2,Sales
E03264,3,2018,3,Marketing
E03265,2,2018,3,R&D
E03266,1,2020,6,HR
E03267,1,2020,4,Marketing
E03268,2,2021,4,Marketing
E03269,5,2022,4,HR
E03270,4,2023,5,Marketing
E03271,2,2021,4,Sales
E03272,2,2018,5,Sales
E03273,4,2024,2,IT
E03274,3,2025,3,HR
E03275,3,2023,4,HR
E03276,5,2022,2,Sales
