Employee_ID,Experience_Years,Department,Job_Level
E01176,10,Finance,3
E01177,5,IT,1
E01178,5,Operations,1
E01179,1,IT,5
E01180,6,Marketing,1
E01181,9,R&D,2
E01182,3,Finance,4
E01183,4,IT,2
E01184,8,Finance,3
E01185,10,IT,1
E01186,6,R&D,4
E01187,5,Marketing,4
E01188,4,Marketing,3
E01189,7,IT,2
E01190,4,HR,5
E01191,0,Finance,2
E01192,6,Finance,6
E01193,3,IT,2
E01194,1,HR,2
E01195,1,Marketing,1
E01196,9,Finance,2
E01197,6,HR,3
E01198,3,HR,6
E01199,7,Finance,4
E01200,6,IT,4
E01201,4,HR,3
E01202,1,Operations,6
E01203,2,R&D,4
E01204,10,Marketing,1
E01205,4,IT,3
E01206,8,HR,5
E01207,10,Operations,3
E01208,1,Marketing,3
E01209,8,Finance,2
E01210,2,HR,6
E01211,3,HR,6
E01212,9,IT,1
E01213,1,Operations,2
E01214,3,R&D,4
E01215,6,IT,5
E01216,7,Operations,5
E01217,0,R&D,2
E01218,9,IT,2
E01219,4,IT,5
E01220,1,Sales,5
E01221,0,R&D,2
E01222,5,R&D,5
E01223,10,Marketing,4
E01224,10,HR,6
E01225,5,Marketing,1
E01226,8,Operations,5
E01227,0,Sales,2
E01228,1,Marketing,6
E01229,5,R&D,5
E01230,9,Sales,2
E01231,9,Sales,6
E01232,10,IT,3
E01233,5,R&D,1
E01234,7,HR,4
E01235,7,IT,6
E01236,0,Sales,3
E01237,5,Operations,4
E01238,1,Marketing,4
E01239,7,Operations,3
E01240,9,HR,2
E01241,9,Marketing,1
E01242,10,Marketing,2
E01243,5,Sales,5
E01244,9,Finance,6
E01245,10,Sales,2
E01246,4,Marketing,4
E01247,7,IT,3
E01248,2,Operations,2
E01249,6,IT,4
E01250,9,Marketing,1
E01251,3,R&D,3
E01252,2,Finance,3
E01253,7,Operations,3
E01254,8,Operations,1
E01255,1,Sales,3
E01256,4,Marketing,1
E01257,0,R&D,5
E01258,7,Sales,3
E01259,2,R&D,1
E01260,6,Operations,5
E01261,7,Sales,3
E01262,6,IT,3
E01263,8,Operations,3
E01264,7,IT,4
E01265,8,Operations,1
E01266,1,Finance,2
E01267,5,R&D,4
E01268,10,Sales,3
E01269,7,Marketing,5
E01270,5,Finance,3
E01271,10,Operations,2
E01272,2,Finance,3
E01273,4,IT,6
E01274,4,Operations,6
E01275,3,Marketing,5
E01276,3,Finance,3
E01277,2,Marketing,1
E01278,1,Marketing,4
E01279,1,R&D,6
E01280,8,IT,4
E01281,2,Finance,4
E01282,9,Sales,1
E01283,9,R&D,2
E01284,0,R&D,4
E01285,2,Finance,2
E01286,6,Finance,6
E01287,2,HR,5
E01288,10,HR,2
E01289,5,Operations,3
E01290,6,Marketing,2
E01291,8,IT,5
E01292,3,Finance,5
E01293,4,R&D,1
E01294,7,R&D,3
E01295,0,HR,6
E01296,7,R&D,5
E01297,6,Operations,2
E01298,2,Finance,6
E01299,8,Marketing,5
E01300,7,Operations,2
E01301,9,HR,4
E01302,5,Marketing,2
E01303,4,Sales,4
E01304,2,Finance,4
E01305,6,Sales,4
E01306,3,R&D,1
E01307,8,Sales,1
E01308,2,Sales,3
E01309,6,Sales,4
E01310,10,Operations,2
E01311,6,Sales,1
E01312,8,R&D,4
E01313,10,Operations,6
E01314,2,Sales,3
E01315,3,IT,6
E01316,2,Operations,4
E01317,3,Marketing,5
E01318,5,Operations,6
E01319,4,Operations,1
E01320,4,IT,4
E01321,10,R&D,5
E01322,5,Marketing,6
E01323,9,R&D,1
E01324,9,IT,2
E01325,4,R&D,5
E01326,8,Operations,5
E01327,5,HR,4
E01328,4,Sales,1
E01329,5,R&D,5
E01330,0,R&D,2
E01331,6,R&D,3
E01332,8,IT,2
E01333,1,R&D,4
E01334,9,Finance,2
E01335,9,Marketing,1
E01336,6,Marketing,4
E01337,5,Marketing,4
E01338,0,Operations,2
E01339,2,Marketing,3
E01340,4,Sales,6
E01341,10,Marketing,5
E01342,10,Operations,5
E01343,1,R&D,3
E01344,9,Marketing,6
E01345,3,Sales,1
E01346,5,HR,2
E01347,4,HR,1
E01348,8,Finance,3
E01349,6,Finance,6
E01350,1,Operations,6
E01351,1,R&D,2
E01352,7,R&D,4
E01353,6,Marketing,3
E01354,6,Finance,3
E01355,1,R&D,2
E01356,7,R&D,6
E01357,7,Operations,2
E01358,3,R&D,4
E01359,10,HR,1
E01360,8,HR,4
E01361,3,R&D,6
E01362,10,Marketing,4
E01363,4,Marketing,3
E01364,1,Operations,5
E01365,3,HR,2
E01366,8,Finance,3
E01367,3,Operations,3
E01368,9,R&D,4
E01369,1,HR,6
E01370,1,R&D,1
E01371,0,Operations,4
E01372,0,Marketing,3
E01373,4,Sales,1
E01374,10,R&D,6
E01375,6,R&D,4
E01376,2,Sales,6
E01377,8,Sales,6
E01378,3,Marketing,1
E01379,2,HR,3
E01380,1,Marketing,3
E01381,0,IT,6
E01382,1,Operations,6
E01383,4,Finance,6
E01384,0,Marketing,2
E01385,2,Operations,3
E01386,8,Marketing,4
E01387,7,HR,1
E01388,7,Sales,3
E01389,4,R&D,4
E01390,5,Operations,3
E01391,0,Marketing,5
E01392,9,R&D,5
E01393,1,R&D,1
E01394,2,Marketing,1
E01395,4,Marketing,1
E01396,1,Marketing,2
E01397,4,Operations,4
E01398,10,Sales,4
E01399,4,IT,5
E01400,1,Operations,1
E01401,0,Finance,6
E01402,5,Sales,2
E01403,9,Finance,2
E01404,8,R&D,4
E01405,9,Sales,2
E01406,9,Sales,3
E01407,6,Marketing,6
E01408,4,Operations,6
E01409,5,Sales,1
E01410,0,Finance,1
E01411,5,HR,6
E01412,6,Sales,2
E01413,0,R&D,4
E01414,10,Sales,3
E01415,2,IT,3
E01416,2,Finance,5
E01417,0,Finance,4
E01418,9,Finance,3
E01419,7,R&D,6
E01420,6,IT,5
E01421,7,Marketing,5
E01422,1,R&D,2
E01423,6,Sales,2
E01424,0,Operations,1
E01425,7,Finance,5
E01426,0,Sales,6
E01427,5,HR,6
E01428,6,Sales,2
E01429,5,Sales,4
E01430,9,Finance,4
E01431,7,Finance,1
E01432,1,IT,3
E01433,5,Sales,2
E01434,8,HR,3
E01435,10,Marketing,4
E01436,6,R&D,2
E01437,5,IT,4
E01438,7,Sales,1
E01439,7,Marketing,6
E01440,2,IT,3
E01441,8,R&D,3
E01442,5,Operations,4
E01443,5,R&D,2
E01444,5,HR,2
E01445,4,IT,1
E01446,4,Operations,1
E01447,9,HR,3
E01448,3,Sales,1
E01449,0,Marketing,6
E01450,10,Sales,6
E01451,8,IT,3
E01452,5,R&D,2
E01453,10,Finance,2
E01454,0,IT,3
E01455,8,Finance,3
E01456,4,Marketing,6
E01457,2,Sales,1
E01458,5,IT,6
E01459,3,IT,5
E01460,9,Marketing,4
E01461,0,HR,6
E01462,8,R&D,3
E01463,10,Finance,6
E01464,0,Finance,5
E01465,6,HR,6
E01466,4,Marketing,6
E01467,9,Finance,4
E01468,6,Finance,5
E01469,3,Operations,5
E01470,0,Operations,2
E01471,5,Finance,2
E01472,4,HR,2
E01473,10,IT,2
E01474,7,Operations,4
E01475,3,Marketing,3
E01476,3,Sales,4
E01477,2,Sales,4
E01478,3,HR,3
E01479,0,Sales,2
E01480,2,Sales,5
E01481,8,IT,2
E01482,2,IT,3
E01483,6,R&D,1
E01484,8,IT,4
E01485,7,R&D,4
E01486,0,IT,6
E01487,2,R&D,5
E01488,9,R&D,4
E01489,4,Sales,1
E01490,1,IT,6
E01491,6,IT,1
E01492,10,Sales,3
E01493,3,Marketing,3
E01494,1,Sales,4
E01495,4,R&D,5
E01496,4,Operations,5
E01497,9,Finance,6
E01498,5,HR,6
E01499,8,HR,6
E01500,7,HR,5
E01501,0,Marketing,5
E01502,8,HR,4
E01503,6,Operations,5
E01504,9,R&D,2
E01505,8,HR,3
E01506,7,HR,4
E01507,7,Sales,2
E01508,3,Finance,5
E01509,0,Sales,5
E01510,5,Marketing,3
E01511,8,Finance,5
E01512,3,R&D,5
E01513,10,Operations,1
E01514,0,Sales,2
E01515,4,Operations,4
E01516,8,Operations,5
E01517,9,IT,3
E01518,7,R&D,6
E01519,9,Marketing,1
E01520,6,Sales,2
E01521,7,Finance,4
E01522,10,Operations,1
E01523,5,IT,1
E01524,8,Finance,5
E01525,8,HR,2
E01526,9,Sales,3
E01527,1,Marketing,5
E01528,5,IT,5
E01529,9,HR,4
E01530,4,Operations,5
E01531,0,Marketing,2
E01532,2,IT,1
E01533,2,Sales,6
E01534,0,R&D,5
E01535,2,HR,2
E01536,5,IT,2
E01537,10,Finance,1
E01538,8,HR,4
E01539,4,R&D,4
E01540,10,HR,1
E01541,3,R&D,1
E01542,6,Operations,3
E01543,3,Finance,5
E01544,7,Finance,6
E01545,7,Operations,1
E01546,5,Finance,3
E01547,8,HR,1
E01548,2,IT,2
E01549,4,IT,6
E01550,10,IT,1
E01551,1,IT,2
E01552,3,Marketing,6
E01553,3,R&D,4
E01554,6,R&D,2
E01555,2,Finance,4
E01556,3,Marketing,4
E01557,2,HR,4
E01558,0,Operations,4
E01559,1,Operations,4
E01560,4,Finance,4
E01561,8,Finance,6
E01562,3,HR,2
E01563,10,IT,1
E01564,9,R&D,2
E01565,9,R&D,3
E01566,8,IT,5
E01567,10,R&D,4
E01568,1,Operations,3
E01569,5,Operations,3
E01570,9,Finance,3
E01571,2,Finance,3
E01572,6,Finance,6
E01573,0,R&D,6
E01574,4,HR,2
E01575,5,Sales,4
E01576,0,HR,4
E01577,9,Sales,1
E01578,1,IT,1
E01579,8,Finance,6
E01580,0,R&D,4
E01581,0,R&D,4
E01582,6,IT,2
E01583,4,Sales,2
E01584,4,Operations,3
E01585,8,R&D,3
E01586,10,R&D,6
E01587,1,R&D,5
E01588,6,Sales,3
E01589,4,Operations,1
E01590,8,Sales,4
E01591,4,Sales,4
E01592,4,Finance,1
E01593,2,Marketing,2
E01594,3,Marketing,4
E01595,6,HR,4
E01596,0,HR,2
E01597,5,Finance,3
E01598,4,IT,4
E01599,8,HR,3
E01600,1,Finance,2
E01601,9,Marketing,2
E01602,8,Marketing,2
E01603,1,R&D,3
E01604,0,HR,5
E01605,4,Sales,3
E01606,0,Finance,1
E01607,2,Sales,4
E01608,6,Finance,5
E01609,5,Operations,3
E01610,8,Marketing,3
E01611,10,Sales,1
E01612,8,Finance,1
E01613,9,HR,4
E01614,2,R&D,4
E01615,7,Sales,3
E01616,8,IT,2
E01617,10,Operations,3
E01618,7,Finance,1
E01619,7,HR,2
E01620,6,Marketing,2
E01621,3,R&D,4
E01622,7,IT,4
E01623,1,IT,6
E01624,5,HR,2
E01625,6,Marketing,5
E01626,10,Sales,5
E01627,10,R&D,2
E01628,6,HR,6
E01629,0,Marketing,2
E01630,3,IT,6
E01631,9,IT,5
E01632,3,R&D,1
E01633,6,Operations,6
E01634,3,R&D,2
E01635,6,Marketing,2
E01636,2,Operations,3
E01637,5,Operations,3
E01638,6,HR,1
E01639,10,Sales,6
E01640,8,Sales,2
E01641,2,IT,5
E01642,9,R&D,3
E01643,1,R&D,4
E01644,10,R&D,2
E01645,4,IT,3
E01646,9,IT,1
E01647,1,HR,4
E01648,0,Marketing,5
E01649,3,HR,1
E01650,0,R&D,5
E01651,2,Sales,4
E01652,6,Operations,1
E01653,0,IT,2
E01654,4,Finance,3
E01655,8,IT,5
E01656,0,Operations,4
E01657,4,IT,6
E01658,9,Marketing,6
E01659,5,Marketing,6
E01660,9,HR,5
E01661,9,Finance,1
E01662,0,Operations,4
E01663,4,Finance,3
E01664,5,Operations,3
E01665,9,Marketing,4
E01666,2,Sales,1
E01667,7,Sales,6
E01668,7,Sales,4
E01669,3,Sales,2
E01670,9,Operations,3
E01671,5,IT,2
E01672,6,Sales,5
E01673,2,Sales,6
E01674,2,IT,4
E01675,7,Sales,5
E01676,2,HR,2
E01677,6,R&D,2
E01678,8,Sales,5
E01679,4,Sales,3
E01680,6,Finance,5
E01681,6,Marketing,5
E01682,9,Marketing,4
E01683,10,Finance,3
E01684,7,HR,1
E01685,7,R&D,3
E01686,7,IT,5
E01687,3,IT,6
E01688,9,Finance,2
E01689,3,Finance,1
E01690,4,Sales,2
E01691,3,Marketing,5
E01692,8,Sales,6
E01693,7,Marketing,2
E01694,10,R&D,1
E01695,4,Marketing,6
E01696,1,Marketing,2
E01697,9,Marketing,1
E01698,3,HR,5
E01699,7,HR,5
E01700,6,Sales,6
E01701,9,Sales,5
E01702,8,Sales,5
E01703,2,Operations,1
E01704,1,Marketing,2
E01705,7,Marketing,6
E01706,0,HR,5
E01707,1,Marketing,5
E01708,10,Finance,4
E01709,10,Marketing,3
E01710,1,Sales,2
E01711,6,Finance,2
E01712,7,Marketing,4
E01713,9,HR,4
E01714,5,IT,4
E01715,6,IT,6
E01716,5,Marketing,5
E01717,4,Operations,4
E01718,0,IT,4
E01719,4,IT,4
E01720,4,Operations,4
E01721,3,Finance,1
E01722,5,Marketing,1
E01723,0,Operations,6
E01724,7,R&D,5
E01725,10,Operations,4
E01726,3,Operations,2
E01727,1,Marketing,4
E01728,10,Marketing,1
E01729,6,IT,3
E01730,1,Sales,3
E01731,9,Operations,1
E01732,10,Sales,6
E01733,0,R&D,6
E01734,10,IT,5
E01735,1,IT,5
E01736,0,Marketing,3
E01737,4,Finance,3
E01738,4,Operations,3
E01739,10,Finance,2
E01740,5,Finance,1
E01741,1,Marketing,6
E01742,9,Finance,2
E01743,3,Marketing,6
E01744,5,HR,1
E01745,10,R&D,4
E01746,7,IT,5
E01747,10,Operations,2
E01748,5,Sales,1
E01749,7,Operations,3
E01750,10,Operations,4
E01751,9,Marketing,4
E01752,1,IT,6
E01753,4,Operations,1
E01754,9,Finance,6
E01755,8,Finance,6
E01756,9,Finance,2
E01757,8,Operations,1
E01758,9,Finance,4
E01759,9,Marketing,5
E01760,10,Sales,5
E01761,2,Finance,2
E01762,8,Sales,4
E01763,7,Marketing,6
E01764,0,Operations,1
E01765,2,Finance,1
E01766,9,Operations,6
E01767,10,Operations,4
E01768,6,HR,4
E01769,4,IT,3
E01770,9,Operations,1
E01771,10,Finance,1
E01772,6,Operations,6
E01773,6,HR,1
E01774,3,IT,4
E01775,9,Finance,5
E01776,8,Finance,6
E01777,7,R&D,3
E01778,2,Operations,4
E01779,1,Operations,3
E01780,4,Operations,1
E01781,0,Sales,5
E01782,7,IT,4
E01783,4,IT,6
E01784,0,HR,4
E01785,3,HR,6
E01786,10,IT,4
E01787,8,Finance,1
E01788,1,Sales,5
E01789,4,R&D,3
E01790,4,IT,2
E01791,6,R&D,3
E01792,0,Finance,3
E01793,10,Marketing,1
E01794,9,IT,2
E01795,1,Finance,4
E01796,5,Finance,3
E01797,9,Finance,5
E01798,9,Marketing,6
E01799,9,R&D,2
E01800,1,Finance,3
E01801,3,Finance,6
E01802,1,IT,5
E01803,9,Operations,2
E01804,10,Finance,2
E01805,7,HR,1
E01806,8,R&D,3
E01807,8,Finance,1
E01808,9,Finance,2
E01809,1,Operations,5
E01810,4,R&D,2
E01811,4,R&D,1
E01812,10,IT,6
E01813,10,Operations,6
E01814,9,IT,5
E01815,8,HR,3
E01816,2,Finance,2
E01817,0,Sales,4
E01818,10,Sales,6
E01819,10,Marketing,5
E01820,2,HR,6
E01821,0,Operations,2
E01822,6,Sales,2
E01823,10,IT,4
E01824,2,R&D,1
E01825,6,IT,4
E01826,4,HR,2
E01827,1,Marketing,2
E01828,8,Sales,6
E01829,2,Sales,1
E01830,7,Marketing,2
E01831,8,HR,2
E01832,4,Operations,6
E01833,4,Finance,6
E01834,5,HR,4
E01835,5,Marketing,2
E01836,4,IT,1
E01837,7,Sales,5
E01838,5,Operations,2
E01839,10,IT,6
E01840,2,Finance,3
E01841,9,Finance,2
E01842,0,Finance,5
E01843,4,R&D,2
E01844,3,Sales,4
E01845,10,IT,2
E01846,10,Finance,5
E01847,4,HR,5
E01848,10,Operations,3
E01849,7,IT,3
E01850,8,Finance,4
E01851,3,Operations,1
E01852,8,HR,6
E01853,3,IT,3
E01854,4,R&D,1
E01855,4,Operations,3
E01856,7,R&D,1
E01857,8,Sales,5
E01858,1,Sales,6
E01859,7,Operations,5
E01860,7,Operations,4
E01861,10,R&D,1
E01862,6,Operations,1
E01863,1,Operations,6
E01864,9,Operations,5
E01865,7,Operations,6
E01866,7,Operations,2
E01867,1,Operations,1
E01868,10,R&D,4
E01869,7,R&D,5
E01870,6,Finance,5
E01871,5,R&D,5
E01872,9,Finance,6
E01873,2,R&D,2
E01874,5,Sales,3
E01875,1,Marketing,2
E01876,3,IT,1
E01877,10,Operations,4
E01878,9,HR,1
E01879,10,R&D,1
E01880,10,Marketing,4
E01881,6,Marketing,4
E01882,1,Marketing,4
E01883,9,Finance,6
E01884,7,R&D,3
E01885,4,R&D,2
E01886,10,IT,5
E01887,3,R&D,2
E01888,6,Finance,1
E01889,6,HR,2
E01890,0,IT,4
E01891,0,IT,4
E01892,2,R&D,4
E01893,5,Marketing,5
E01894,7,Sales,2
E01895,7,HR,1
E01896,4,Operations,6
E01897,4,IT,4
E01898,0,Marketing,2
E01899,0,R&D,1
E01900,4,Marketing,6
E01901,4,Operations,3
E01902,7,Operations,6
E01903,10,Sales,2
E01904,2,R&D,6
E01905,2,Sales,5
E01906,10,R&D,5
E01907,4,Finance,4
E01908,1,Marketing,4
E01909,4,Operations,5
E01910,0,Operations,4
E01911,5,Finance,6
E01912,1,Operations,6
E01913,6,HR,3
E01914,8,HR,5
E01915,2,Sales,2
E01916,8,Finance,1
E01917,4,Marketing,5
E01918,9,Operations,6
E01919,6,IT,4
E01920,6,HR,4
E01921,1,IT,1
E01922,10,HR,2
E01923,5,HR,1
E01924,7,R&D,5
E01925,6,Operations,2
E01926,9,Marketing,5
E01927,10,Operations,2
E01928,8,Operations,3
E01929,4,IT,5
E01930,3,HR,2
E01931,4,R&D,6
E01932,9,Finance,5
E01933,8,Sales,1
E01934,0,Finance,2
E01935,3,Finance,3
E01936,1,HR,5
E01937,3,Sales,2
E01938,2,R&D,2
E01939,2,IT,2
E01940,0,Finance,5
E01941,7,R&D,1
E01942,2,Operations,3
E01943,3,Sales,3
E01944,10,Finance,2
E01945,7,R&D,4
E01946,8,R&D,1
E01947,8,Operations,1
E01948,0,R&D,5
E01949,7,Finance,6
E01950,3,HR,4
E01951,10,Sales,3
E01952,8,Operations,6
E01953,8,Operations,4
E01954,1,Marketing,3
E01955,8,IT,6
E01956,2,Finance,1
E01957,0,Sales,4
E01958,10,R&D,4
E01959,9,Sales,5
E01960,8,Operations,1
E01961,0,HR,4
E01962,4,Sales,1
E01963,4,IT,1
E01964,4,Sales,6
E01965,9,Sales,6
E01966,8,Operations,1
E01967,10,Operations,6
E01968,3,Finance,1
E01969,9,Sales,3
E01970,8,Operations,3
E01971,4,Finance,3
E01972,8,R&D,5
E01973,6,Finance,1
E01974,6,Sales,2
E01975,1,IT,1
E01976,4,Operations,4
E01977,0,Finance,3
E01978,7,Sales,6
E01979,4,IT,5
E01980,5,Sales,5
E01981,3,Sales,2
E01982,10,IT,1
E01983,2,IT,6
E01984,10,Marketing,1
E01985,5,Operations,6
E01986,7,IT,4
E01987,6,HR,3
E01988,2,Operations,2
E01989,10,Marketing,3
E01990,4,Marketing,4
E01991,8,Operations,5
E01992,9,HR,4
E01993,0,IT,5
E01994,2,R&D,5
E01995,1,Sales,6
E01996,1,Operations,5
E01997,0,Operations,6
E01998,9,Marketing,5
E01999,3,Marketing,1
E02000,0,Marketing,2
E02001,4,IT,3
E02002,8,IT,4
E02003,5,Sales,1
E02004,9,Sales,4
E02005,2,R&D,1
E02006,5,Finance,1
E02007,10,Marketing,5
E02008,8,Marketing,4
E02009,8,Marketing,6
E02010,8,R&D,5
E02011,9,IT,3
E02012,0,Marketing,4
E02013,9,HR,4
E02014,0,R&D,5
E02015,10,Finance,3
E02016,5,Marketing,2
E02017,2,Operations,2
E02018,1,Operations,5
E02019,1,Sales,4
E02020,5,Sales,5
E02021,3,Marketing,2
E02022,2,IT,3
E02023,1,Marketing,3
E02024,9,Sales,4
E02025,1,R&D,5
E02026,2,IT,4
E02027,1,Sales,2
E02028,1,R&D,5
E02029,9,Operations,5
E02030,1,IT,1
E02031,5,R&D,6
E02032,7,Operations,5
E02033,5,Operations,3
E02034,6,IT,6
E02035,4,Finance,3
E02036,4,Marketing,1
E02037,5,Sales,4
E02038,10,Finance,5
E02039,4,Marketing,2
E02040,5,R&D,5
E02041,3,Finance,3
E02042,4,Finance,3
E02043,2,Sales,3
E02044,4,IT,5
E02045,1,Sales,2
E02046,6,Marketing,6
E02047,2,IT,1
E02048,2,HR,5
E02049,7,HR,1
E02050,6,IT,4
E02051,9,Finance,2
E02052,0,Sales,6
E02053,0,Sales,2
E02054,4,Finance,5
E02055,9,IT,5
E02056,10,HR,6
E02057,5,Sales,3
E02058,2,Sales,6
E02059,8,IT,4
E02060,2,Marketing,5
E02061,9,Finance,6
E02062,2,Marketing,5
E02063,10,Operations,2
E02064,6,Finance,4
E02065,2,IT,1
E02066,1,Finance,5
E02067,0,Sales,2
E02068,2,Operations,2
E02069,10,Finance,1
E02070,10,Marketing,4
E02071,9,Marketing,1
E02072,2,HR,6
E02073,6,Operations,1
E02074,0,HR,5
E02075,8,Sales,4
E02076,4,HR,6
E02077,5,IT,6
E02078,5,IT,4
E02079,7,Operations,3
E02080,1,Finance,5
E02081,2,Sales,5
E02082,1,Marketing,6
E02083,3,Marketing,1
E02084,3,IT,4
E02085,10,IT,1
E02086,2,Sales,3
E02087,3,HR,1
E02088,8,Operations,6
E02089,1,HR,2
E02090,5,Marketing,6
E02091,10,R&D,3
E02092,10,Finance,3
E02093,4,Marketing,6
E02094,8,Sales,3
E02095,0,IT,4
E02096,9,HR,4
E02097,2,Marketing,1
E02098,3,HR,5
E02099,5,Marketing,6
E02100,1,IT,1
E02101,2,R&D,6
E02102,1,HR,6
E02103,8,Sales,4
E02104,8,Sales,1
E02105,10,Finance,6
E02106,0,R&D,4
E02107,8,HR,2
E02108,3,Marketing,6
E02109,5,Finance,3
E02110,10,Operations,3
E02111,5,HR,5
E02112,9,IT,3
E02113,4,IT,4
E02114,8,Marketing,6
E02115,0,Sales,6
E02116,10,HR,5
E02117,5,Finance,6
E02118,6,Operations,1
E02119,1,Operations,1
E02120,6,IT,3
E02121,10,IT,3
E02122,9,R&D,3
E02123,2,HR,5
E02124,9,Finance,3
E02125,9,Operations,5
E02126,2,Sales,2
E02127,5,Sales,3
E02128,5,Marketing,2
E02129,4,Marketing,3
E02130,8,IT,2
E02131,10,R&D,1
E02132,4,IT,5
E02133,7,IT,4
E02134,2,HR,3
E02135,1,Sales,1
E02136,0,IT,2
E02137,9,HR,5
E02138,5,IT,1
E02139,9,Finance,6
E02140,1,Operations,1
E02141,4,Marketing,1
E02142,3,Operations,5
E02143,3,R&D,3
E02144,1,Marketing,2
E02145,2,HR,1
E02146,8,Finance,3
E02147,3,HR,3
E02148,1,IT,4
E02149,10,R&D,1
E02150,3,Sales,2
E02151,2,R&D,1
E02152,1,IT,1
E02153,8,IT,5
E02154,3,Marketing,6
E02155,10,R&D,2
E02156,1,Marketing,2
E02157,5,IT,4
E02158,8,Marketing,6
E02159,0,HR,3
E02160,1,Sales,6
E02161,8,Finance,2
E02162,0,Finance,2
E02163,2,Finance,6
E02164,8,R&D,1
E02165,7,R&D,3
E02166,5,Finance,6
E02167,9,Sales,6
E02168,1,HR,4
E02169,0,Operations,6
E02170,4,HR,4
E02171,9,Marketing,3
E02172,2,HR,5
E02173,3,Operations,4
E02174,9,HR,6
E02175,1,R&D,6
E02176,1,Finance,1
E02177,3,IT,5
E02178,3,IT,6
E02179,4,Sales,3
E02180,10,Sales,6
E02181,3,R&D,2
E02182,3,HR,2
E02183,5,Operations,1
E02184,8,Marketing,6
E02185,1,IT,3
E02186,3,Sales,6
E02187,8,Marketing,3
E02188,7,R&D,5
E02189,7,Finance,2
E02190,3,Finance,3
E02191,2,Finance,4
E02192,2,IT,4
E02193,9,IT,1
E02194,3,Operations,2
E02195,5,Sales,4
E02196,8,Finance,2
E02197,2,HR,2
E02198,4,R&D,4
E02199,7,Sales,6
E02200,9,R&D,4
E02201,0,Sales,3
E02202,0,Sales,2
E02203,9,Marketing,3
E02204,8,HR,5
E02205,1,R&D,1
E02206,1,IT,6
E02207,8,Marketing,4
E02208,1,Finance,1
E02209,9,R&D,2
E02210,0,Marketing,5
E02211,3,IT,4
E02212,1,Sales,4
E02213,0,HR,6
E02214,6,IT,4
E02215,9,IT,1
E02216,6,HR,5
E02217,6,Operations,4
E02218,6,Operations,5
E02219,6,HR,6
E02220,3,HR,6
E02221,0,Marketing,1
E02222,1,Finance,6
E02223,3,IT,5
E02224,2,IT,3
E02225,7,HR,6
E02226,9,Finance,6
E02227,7,Operations,2
E02228,4,HR,5
E02229,2,Finance,5
E02230,1,R&D,5
E02231,8,IT,5
E02232,7,HR,5
E02233,10,Sales,2
E02234,1,IT,6
E02235,4,Finance,4
E02236,10,Operations,6
E02237,2,Finance,3
E02238,2,Finance,1
E02239,0,Finance,4
E02240,4,Marketing,2
E02241,2,Operations,5
E02242,4,R&D,5
E02243,9,R&D,4
E02244,7,Sales,1
E02245,4,Sales,5
E02246,7,Sales,2
E02247,7,HR,5
E02248,9,Marketing,4
E02249,3,Marketing,4
E02250,7,IT,3
E02251,6,Finance,1
E02252,10,HR,1
E02253,6,IT,6
E02254,5,R&D,6
E02255,0,HR,4
E02256,2,Marketing,2
E02257,4,Operations,5
E02258,3,R&D,2
E02259,9,Finance,1
E02260,1,HR,5
E02261,1,IT,6
E02262,9,R&D,1
E02263,10,Operations,2
E02264,0,Marketing,4
E02265,7,R&D,1
E02266,2,Operations,5
E02267,5,IT,2
E02268,0,Operations,3
E02269,1,R&D,2
E02270,8,Marketing,4
E02271,1,HR,1
E02272,10,HR,4
E02273,0,Finance,6
E02274,0,Marketing,1
E02275,7,IT,2
E02276,9,Operations,2
E02277,6,Sales,1
E02278,2,Sales,5
E02279,5,Sales,1
E02280,10,HR,2
E02281,5,R&D,4
E02282,1,R&D,6
E02283,4,Finance,5
E02284,10,IT,6
E02285,2,Sales,3
E02286,4,Sales,4
E02287,2,Operations,6
E02288,10,Finance,4
E02289,2,HR,6
E02290,5,IT,6
E02291,2,Operations,1
E02292,2,IT,4
E02293,7,Sales,2
E02294,2,Sales,4
E02295,4,Marketing,1
E02296,7,Finance,5
E02297,5,Operations,5
E02298,4,HR,6
E02299,1,R&D,4
E02300,3,Operations,4
E02301,2,Operations,5
E02302,4,R&D,6
E02303,9,Operations,3
E02304,1,Finance,3
E02305,10,HR,5
E02306,1,Operations,1
E02307,6,Operations,5
E02308,4,R&D,5
E02309,3,Sales,1
E02310,6,Sales,1
E02311,0,HR,5
E02312,4,IT,1
E02313,8,Operations,1
E02314,2,Sales,1
E02315,7,HR,5
E02316,8,HR,2
E02317,4,IT,1
E02318,5,HR,2
E02319,0,Finance,4
E02320,0,IT,4
E02321,5,IT,2
E02322,1,HR,3
E02323,4,R&D,4
E02324,5,Marketing,2
E02325,8,HR,2
E02326,6,Sales,3
E02327,1,R&D,3
E02328,9,Finance,1
E02329,10,IT,6
E02330,0,R&D,4
E02331,1,Operations,5
E02332,8,Finance,5
E02333,3,Marketing,5
E02334,5,HR,5
E02335,5,HR,4
E02336,9,Sales,6
E02337,7,HR,5
E02338,10,Finance,5
E02339,1,Finance,6
E02340,9,Operations,2
E02341,4,Finance,3
E02342,5,HR,3
E02343,4,Operations,1
E02344,3,Marketing,6
E02345,8,HR,2
E02346,10,Sales,3
E02347,5,IT,5
E02348,8,Sales,6
E02349,2,R&D,4
E02350,3,Marketing,5
E02351,10,Operations,1
E02352,8,R&D,6
E02353,1,IT,1
