Employee_ID,Department,Salary,Job_Level,Location
E02124,Finance,90821,3,New York
E02125,Operations,152464,5,Tokyo
E02126,Sales,65376,2,Toronto
E02127,Sales,91047,3,Berlin
E02128,Marketing,61169,2,Tokyo
E02129,Marketing,85819,3,Berlin
E02130,IT,59541,2,Toronto
E02131,R&D,34988,1,Singapore
E02132,IT,153797,5,Toronto
E02133,IT,119700,4,Tokyo
E02134,HR,91454,3,Tokyo
E02135,Sales,24393,1,London
E02136,IT,59339,2,London
E02137,HR,143207,5,Berlin
E02138,IT,19891,1,Tokyo
E02139,Finance,177007,6,Tokyo
E02140,Operations,29659,1,Singapore
E02141,Marketing,40465,1,New York
E02142,Operations,155796,5,Berlin
E02143,R&D,86104,3,New York
E02144,Marketing,57711,2,Sydney
E02145,HR,37545,1,Singapore
E02146,Finance,92543,3,Sydney
E02147,HR,82579,3,New York
E02148,IT,126033,4,New York
E02149,R&D,24724,1,Toronto
E02150,Sales,55076,2,London
E02151,R&D,27882,1,London
E02152,IT,25129,1,Toronto
E02153,IT,143463,5,Sydney
E02154,Marketing,176849,6,Toronto
E02155,R&D,59015,2,Sydney
E02156,Marketing,60221,2,Tokyo
E02157,IT,122473,4,Berlin
E02158,Marketing,177953,6,London
E02159,HR,84362,3,Singapore
E02160,Sales,180772,6,London
E02161,Finance,59900,2,Tokyo
E02162,Finance,66101,2,Berlin
E02163,Finance,176187,6,New York
E02164,R&D,27022,1,Sydney
E02165,R&D,98497,3,Tokyo
E02166,Finance,183406,6,Berlin
E02167,Sales,183773,6,New York
E02168,HR,122365,4,Berlin
E02169,Operations,171694,6,Toronto
E02170,HR,109682,4,Sydney
E02171,Marketing,94705,3,London
E02172,HR,159741,5,Singapore
E02173,Operations,116730,4,Tokyo
E02174,HR,179763,6,Singapore
E02175,R&D,175298,6,Berlin
E02176,Finance,19818,1,Toronto
E02177,IT,148754,5,New York
E02178,IT,182021,6,Berlin
E02179,Sales,91135,3,Toronto
E02180,Sales,182957,6,Toronto
E02181,R&D,61537,2,Singapore
E02182,HR,61383,2,Tokyo
E02183,Operations,27016,1,New York
E02184,Marketing,177371,6,Singapore
E02185,IT,86637,3,Sydney
E02186,Sales,171288,6,Toronto
E02187,Marketing,84539,3,Sydney
E02188,R&D,154972,5,London
E02189,Finance,48141,2,London
E02190,Finance,91476,3,New York
E02191,Finance,120785,4,Tokyo
E02192,IT,116665,4,Sydney
E02193,IT,26962,1,New York
E02194,Operations,56568,2,Toronto
E02195,Sales,120729,4,Tokyo
E02196,Finance,62574,2,Toronto
E02197,HR,61621,2,Berlin
E02198,R&D,124198,4,Berlin
E02199,Sales,175496,6,Toronto
E02200,R&D,125400,4,Singapore
E02201,Sales,92436,3,Sydney
E02202,Sales,55603,2,Tokyo
E02203,Marketing,89374,3,Toronto
E02204,HR,149423,5,Berlin
E02205,R&D,32704,1,Berlin
E02206,IT,176658,6,Sydney
E02207,Marketing,114707,4,Sydney
E02208,Finance,31002,1,Toronto
E02209,R&D,61310,2,New York
E02210,Marketing,148245,5,Tokyo
E02211,IT,126848,4,London
E02212,Sales,126277,4,New York
E02213,HR,175497,6,London
E02214,IT,121751,4,Toronto
E02215,IT,30512,1,London
E02216,HR,141094,5,Berlin
E02217,Operations,121133,4,Tokyo
E02218,Operations,147234,5,Tokyo
E02219,HR,185867,6,Tokyo
E02220,HR,178297,6,Berlin
E02221,Marketing,23215,1,New York
E02222,Finance,182759,6,New York
E02223,IT,140316,5,London
E02224,IT,85608,3,Singapore
E02225,HR,182403,6,Tokyo
E02226,Finance,177525,6,Berlin
E02227,Operations,65748,2,Sydney
E02228,HR,156338,5,London
E02229,Finance,144214,5,New York
E02230,R&D,142242,5,Singapore
E02231,IT,155942,5,New York
E02232,HR,154215,5,Singapore
E02233,Sales,57099,2,Sydney
E02234,IT,184250,6,London
E02235,Finance,120537,4,Toronto
E02236,Operations,181615,6,Berlin
E02237,Finance,96474,3,New York
E02238,Finance,34229,1,New York
E02239,Finance,117694,4,Singapore
E02240,Marketing,53027,2,Berlin
E02241,Operations,144027,5,Tokyo
E02242,R&D,145774,5,London
E02243,R&D,119830,4,Tokyo
E02244,Sales,32103,1,Berlin
E02245,Sales,154405,5,Sydney
E02246,Sales,61977,2,Singapore
E02247,HR,147053,5,Tokyo
E02248,Marketing,124283,4,Tokyo
E02249,Marketing,115974,4,Singapore
E02250,IT,79151,3,London
E02251,Finance,25206,1,London
E02252,HR,22082,1,Tokyo
E02253,IT,178929,6,Tokyo
E02254,R&D,183452,6,Toronto
E02255,HR,123288,4,New York
E02256,Marketing,54065,2,Toronto
E02257,Operations,147054,5,New York
E02258,R&D,59110,2,Toronto
E02259,Finance,27912,1,New York
E02260,HR,151741,5,Toronto
E02261,IT,177561,6,Singapore
E02262,R&D,32482,1,Singapore
E02263,Operations,65900,2,Tokyo
E02264,Marketing,113060,4,London
E02265,R&D,29734,1,Toronto
E02266,Operations,150840,5,Singapore
E02267,IT,62504,2,Singapore
E02268,Operations,93712,3,Singapore
E02269,R&D,61083,2,Toronto
E02270,Marketing,118905,4,Tokyo
E02271,HR,24799,1,Sydney
E02272,HR,110894,4,Singapore
E02273,Finance,181851,6,Tokyo
E02274,Marketing,29497,1,Tokyo
E02275,IT,62052,2,London
E02276,Operations,66965,2,Singapore
E02277,Sales,34364,1,London
E02278,Sales,149603,5,Tokyo
E02279,Sales,24971,1,Sydney
E02280,HR,57311,2,Singapore
E02281,R&D,114649,4,Sydney
E02282,R&D,175518,6,Berlin
E02283,Finance,153959,5,New York
E02284,IT,184262,6,Berlin
E02285,Sales,97260,3,New York
E02286,Sales,117017,4,Sydney
E02287,Operations,184044,6,New York
E02288,Finance,116253,4,Tokyo
E02289,HR,174115,6,London
E02290,IT,177168,6,Berlin
E02291,Operations,31047,1,Toronto
E02292,IT,119970,4,New York
E02293,Sales,59058,2,London
E02294,Sales,125107,4,Tokyo
E02295,Marketing,27701,1,Tokyo
E02296,Finance,146932,5,Toronto
E02297,Operations,152728,5,Singapore
E02298,HR,179959,6,Toronto
E02299,R&D,118612,4,New York
E02300,Operations,122108,4,Tokyo
E02301,Operations,148920,5,Singapore
E02302,R&D,188175,6,New York
E02303,Operations,84539,3,Singapore
E02304,Finance,88274,3,Berlin
E02305,HR,153431,5,London
E02306,Operations,30339,1,Berlin
E02307,Operations,157209,5,Singapore
E02308,R&D,150279,5,Sydney
E02309,Sales,35730,1,Berlin
E02310,Sales,29916,1,Sydney
E02311,HR,147731,5,New York
E02312,IT,25563,1,Singapore
E02313,Operations,31781,1,New York
E02314,Sales,26664,1,London
E02315,HR,155480,5,Toronto
E02316,HR,52275,2,Tokyo
E02317,IT,31931,1,London
E02318,HR,56603,2,Toronto
E02319,Finance,122616,4,Singapore
E02320,IT,109913,4,Sydney
E02321,IT,64069,2,Toronto
E02322,HR,88871,3,Berlin
E02323,R&D,123186,4,Berlin
E02324,Marketing,53036,2,London
E02325,HR,51916,2,Tokyo
E02326,Sales,88756,3,New York
E02327,R&D,90227,3,Singapore
E02328,Finance,33517,1,Berlin
E02329,IT,178423,6,London
E02330,R&D,121230,4,Singapore
E02331,Operations,157409,5,Toronto
E02332,Finance,147172,5,London
E02333,Marketing,153592,5,New York
E02334,HR,146791,5,New York
E02335,HR,115719,4,Berlin
E02336,Sales,183261,6,Sydney
E02337,HR,152401,5,Toronto
E02338,Finance,154113,5,Tokyo
E02339,Finance,183463,6,London
E02340,Operations,64307,2,Sydney
E02341,Finance,88843,3,New York
E02342,HR,97355,3,Tokyo
E02343,Operations,24814,1,Sydney
E02344,Marketing,176019,6,New York
E02345,HR,52781,2,London
E02346,Sales,89586,3,Tokyo
E02347,IT,154756,5,Sydney
E02348,Sales,179045,6,Toronto
E02349,R&D,122550,4,Berlin
E02350,Marketing,150631,5,London
E02351,Operations,25035,1,Toronto
E02352,R&D,183331,6,Toronto
E02353,IT,32886,1,Tokyo
E02354,Sales,127034,4,London
E02355,Finance,64776,2,Toronto
E02356,Sales,146958,5,New York
E02357,HR,32048,1,Sydney
E02358,Marketing,30406,1,Sydney
E02359,IT,191941,6,Toronto
E02360,HR,63614,2,London
E02361,Sales,35035,1,Sydney
E02362,HR,180131,6,London
E02363,Sales,29595,1,Sydney
E02364,Marketing,121053,4,London
E02365,Sales,67963,2,Tokyo
E02366,Finance,144055,5,Singapore
E02367,HR,84769,3,Toronto
E02368,Marketing,61454,2,Sydney
E02369,Finance,176045,6,Tokyo
E02370,IT,53174,2,Singapore
E02371,Finance,62594,2,Berlin
E02372,R&D,30008,1,Tokyo
E02373,Operations,188021,6,Singapore
E02374,Finance,150693,5,Toronto
E02375,Finance,55658,2,Tokyo
E02376,Operations,155519,5,Singapore
E02377,Operations,28820,1,Singapore
E02378,Finance,147326,5,Sydney
E02379,Sales,52513,2,Toronto
E02380,Marketing,56672,2,Berlin
E02381,Sales,83650,3,Tokyo
E02382,Operations,63359,2,Tokyo
E02383,Finance,115027,4,London
E02384,IT,24084,1,Sydney
E02385,Finance,95147,3,Berlin
E02386,Operations,180075,6,New York
E02387,IT,183227,6,New York
E02388,Finance,78398,3,Berlin
E02389,R&D,59878,2,London
E02390,R&D,84523,3,Tokyo
E02391,Finance,31395,1,Berlin
E02392,Operations,141546,5,Singapore
E02393,Marketing,73776,2,New York
E02394,IT,93654,3,Sydney
E02395,HR,109548,4,London
E02396,IT,58671,2,Tokyo
E02397,Finance,119426,4,Sydney
E02398,IT,59249,2,New York
E02399,Marketing,62430,2,Tokyo
E02400,IT,49748,2,Sydney
E02401,Finance,32535,1,Tokyo
E02402,Finance,173022,6,New York
E02403,R&D,178686,6,Toronto
E02404,Operations,56304,2,New York
E02405,Finance,127136,4,Tokyo
E02406,Finance,93782,3,Berlin
E02407,IT,153297,5,New York
E02408,Operations,181536,6,Tokyo
E02409,Marketing,156602,5,Singapore
E02410,HR,93138,3,Tokyo
E02411,IT,29208,1,Sydney
E02412,HR,25771,1,New York
E02413,R&D,59686,2,Toronto
E02414,Marketing,120422,4,Berlin
E02415,Finance,34617,1,Toronto
E02416,HR,34343,1,Berlin
E02417,Sales,182939,6,Berlin
E02418,Sales,140443,5,Singapore
E02419,Sales,27657,1,Singapore
E02420,Marketing,126754,4,London
E02421,IT,175968,6,Sydney
E02422,HR,63427,2,Tokyo
E02423,IT,65831,2,Toronto
E02424,R&D,139108,5,Sydney
E02425,Finance,87190,3,Toronto
E02426,Marketing,106875,4,New York
E02427,R&D,122655,4,Berlin
E02428,R&D,35907,1,Toronto
E02429,Finance,124353,4,Sydney
E02430,Operations,150653,5,Berlin
E02431,Sales,177621,6,Berlin
E02432,IT,26564,1,Berlin
E02433,Marketing,179620,6,New York
E02434,Sales,30954,1,Tokyo
E02435,Marketing,30734,1,Tokyo
E02436,R&D,75384,2,Toronto
E02437,Finance,173777,6,New York
E02438,Sales,56959,2,Berlin
E02439,Marketing,53299,2,Tokyo
E02440,Finance,86593,3,New York
E02441,Finance,154968,5,Berlin
E02442,HR,25738,1,Singapore
E02443,Operations,123162,4,Tokyo
E02444,IT,116141,4,Sydney
E02445,Sales,181137,6,New York
E02446,Sales,85889,3,Sydney
E02447,HR,87152,3,Singapore
E02448,Finance,84678,3,New York
E02449,Operations,51557,2,Singapore
E02450,IT,183354,6,Toronto
E02451,Finance,178040,6,New York
E02452,Sales,174862,6,London
E02453,Marketing,93222,3,Tokyo
E02454,Finance,87517,3,Singapore
E02455,Sales,31339,1,New York
E02456,Marketing,27408,1,London
E02457,Operations,154135,5,Tokyo
E02458,IT,53640,2,New York
E02459,IT,125313,4,Sydney
E02460,Operations,36755,1,Berlin
E02461,IT,38318,1,Toronto
E02462,Finance,32936,1,Toronto
E02463,R&D,122236,4,New York
E02464,Marketing,117757,4,New York
E02465,Finance,143547,5,Toronto
E02466,Operations,125482,4,London
E02467,IT,187672,6,Toronto
E02468,Finance,87701,3,Toronto
E02469,Finance,30015,1,Singapore
E02470,Marketing,124913,4,Toronto
E02471,R&D,62936,2,New York
E02472,R&D,120414,4,New York
E02473,Finance,38740,1,Berlin
E02474,R&D,26301,1,Toronto
E02475,IT,28071,1,London
E02476,Sales,31201,1,London
E02477,HR,183949,6,Singapore
E02478,Sales,91634,3,Sydney
E02479,Sales,89021,3,New York
E02480,Sales,29742,1,Tokyo
E02481,Marketing,88406,3,Tokyo
E02482,HR,119383,4,London
E02483,Marketing,56721,2,New York
E02484,Marketing,25302,1,London
E02485,Sales,118527,4,Sydney
E02486,Sales,127643,4,London
E02487,Marketing,24957,1,Berlin
E02488,Finance,52639,2,Sydney
E02489,Marketing,156892,5,London
E02490,Finance,121948,4,New York
E02491,R&D,114010,4,Sydney
E02492,Marketing,151433,5,Toronto
E02493,R&D,62824,2,London
E02494,Sales,178894,6,New York
E02495,R&D,90962,3,New York
E02496,R&D,169503,6,Toronto
E02497,Marketing,89425,3,Toronto
E02498,Sales,116713,4,London
E02499,IT,63557,2,Toronto
E02500,R&D,124040,4,Tokyo
E02501,Sales,57881,2,Berlin
E02502,HR,21021,1,London
E02503,Sales,33664,1,Sydney
E02504,Operations,35242,1,New York
E02505,Finance,26328,1,Tokyo
E02506,Marketing,127991,4,Singapore
E02507,Finance,90043,3,Sydney
E02508,Operations,180383,6,New York
E02509,IT,139476,5,Toronto
E02510,Finance,30776,1,Sydney
E02511,IT,119710,4,London
E02512,Operations,89070,3,Toronto
E02513,R&D,161385,5,New York
E02514,Sales,24840,1,Tokyo
E02515,Finance,36440,1,London
E02516,Operations,23819,1,Sydney
E02517,IT,63655,2,London
E02518,R&D,93578,3,London
E02519,Operations,160925,5,Singapore
E02520,Finance,68119,2,Berlin
E02521,HR,182495,6,Sydney
E02522,Operations,119148,4,New York
E02523,Finance,124140,4,London
E02524,IT,109627,4,New York
E02525,Marketing,155609,5,Berlin
E02526,HR,183645,6,London
E02527,R&D,151708,5,Singapore
E02528,Marketing,53917,2,Singapore
E02529,Sales,93546,3,London
E02530,IT,29307,1,Berlin
E02531,IT,58474,2,Berlin
E02532,Marketing,58323,2,Sydney
E02533,Finance,93718,3,Toronto
E02534,Sales,120156,4,Sydney
E02535,Sales,149897,5,London
E02536,HR,174105,6,Tokyo
E02537,HR,153047,5,Toronto
E02538,Marketing,121004,4,Toronto
E02539,Marketing,180206,6,London
E02540,Sales,121672,4,Sydney
E02541,HR,175032,6,Toronto
E02542,Marketing,150422,5,London
E02543,HR,94781,3,New York
E02544,Sales,119914,4,Toronto
E02545,Operations,120422,4,Berlin
E02546,R&D,20896,1,Singapore
E02547,HR,113040,4,Singapore
E02548,IT,29424,1,Tokyo
E02549,Marketing,184445,6,New York
E02550,Finance,146165,5,Toronto
E02551,Marketing,125143,4,New York
E02552,IT,181241,6,New York
E02553,R&D,122001,4,New York
E02554,Finance,114850,4,Tokyo
E02555,Finance,84631,3,Singapore
E02556,Sales,27596,1,Berlin
E02557,Finance,179800,6,Berlin
E02558,HR,89329,3,Berlin
E02559,Sales,158366,5,Tokyo
E02560,Sales,82087,3,Sydney
E02561,IT,173097,6,Berlin
E02562,HR,148711,5,London
E02563,Marketing,93445,3,Toronto
E02564,Sales,118631,4,London
E02565,Sales,180747,6,Toronto
E02566,HR,122180,4,London
E02567,Sales,121963,4,Berlin
E02568,Operations,22088,1,Singapore
E02569,R&D,152397,5,Sydney
E02570,HR,26538,1,Berlin
E02571,Finance,117129,4,Berlin
E02572,HR,155169,5,Tokyo
E02573,Marketing,34539,1,Toronto
E02574,HR,29378,1,Singapore
E02575,Operations,93733,3,Singapore
E02576,R&D,71379,2,Singapore
E02577,R&D,92590,3,Singapore
E02578,R&D,25653,1,Tokyo
E02579,R&D,120686,4,Toronto
E02580,Sales,149079,5,London
E02581,Finance,31365,1,Tokyo
E02582,IT,179540,6,Tokyo
E02583,Operations,63973,2,Berlin
E02584,R&D,57482,2,Singapore
E02585,HR,146169,5,Singapore
E02586,Finance,91549,3,New York
E02587,R&D,87926,3,Singapore
E02588,Marketing,152748,5,Tokyo
E02589,R&D,143492,5,Sydney
E02590,HR,59375,2,New York
E02591,IT,31093,1,London
E02592,Marketing,148996,5,London
E02593,Sales,95202,3,Sydney
E02594,R&D,88155,3,Sydney
E02595,Marketing,25410,1,Sydney
E02596,Sales,116822,4,Tokyo
E02597,IT,62780,2,Toronto
E02598,HR,140767,5,Singapore
E02599,Sales,35147,1,Tokyo
E02600,Marketing,25767,1,Sydney
E02601,Finance,58346,2,New York
E02602,Marketing,120747,4,Toronto
E02603,Finance,191908,6,Singapore
E02604,Sales,185799,6,New York
E02605,Sales,84870,3,Toronto
E02606,HR,120535,4,Toronto
E02607,Marketing,119123,4,Tokyo
E02608,Finance,151801,5,Berlin
E02609,Finance,151454,5,Sydney
E02610,IT,147430,5,Tokyo
E02611,Operations,188923,6,Singapore
E02612,R&D,118875,4,Tokyo
E02613,Finance,164678,5,Berlin
E02614,Finance,147855,5,Sydney
E02615,HR,33001,1,Berlin
E02616,Operations,69038,2,New York
E02617,Finance,144719,5,New York
E02618,Sales,181539,6,Toronto
E02619,Finance,83010,3,London
E02620,Sales,150899,5,New York
E02621,Sales,179490,6,New York
E02622,HR,183754,6,London
E02623,Operations,124860,4,Berlin
E02624,Sales,117000,4,Berlin
E02625,Finance,184096,6,Tokyo
E02626,Finance,115171,4,New York
E02627,R&D,147666,5,Singapore
E02628,Marketing,55911,2,New York
E02629,Operations,27937,1,Sydney
E02630,Sales,81864,3,London
E02631,Sales,156262,5,Singapore
E02632,R&D,181362,6,London
E02633,Finance,35955,1,Berlin
E02634,HR,185460,6,Sydney
E02635,Sales,113320,4,Sydney
E02636,Marketing,126453,4,Singapore
E02637,HR,84001,3,Berlin
E02638,Operations,57950,2,London
E02639,Operations,142647,5,Berlin
E02640,Operations,56120,2,New York
E02641,Operations,56794,2,London
E02642,Operations,95134,3,Tokyo
E02643,IT,188093,6,Sydney
E02644,R&D,143915,5,New York
E02645,Finance,56974,2,Toronto
E02646,HR,127868,4,London
E02647,Marketing,172519,6,Singapore
E02648,HR,96613,3,Toronto
E02649,Finance,120397,4,New York
E02650,HR,123481,4,Tokyo
E02651,IT,58956,2,Berlin
E02652,Finance,124289,4,Berlin
E02653,Finance,118713,4,New York
E02654,R&D,179354,6,Sydney
E02655,IT,56205,2,New York
E02656,IT,88637,3,London
E02657,Sales,145974,5,Berlin
E02658,IT,176716,6,Sydney
E02659,Sales,172449,6,Berlin
E02660,IT,149031,5,New York
E02661,HR,61116,2,Sydney
E02662,Operations,185420,6,Singapore
E02663,Finance,120991,4,Singapore
E02664,Marketing,87411,3,New York
E02665,HR,32377,1,Singapore
E02666,IT,117306,4,New York
E02667,HR,31280,1,Tokyo
E02668,HR,26141,1,Berlin
E02669,IT,117437,4,Toronto
E02670,Marketing,148264,5,New York
E02671,R&D,174730,6,Berlin
E02672,HR,141490,5,Toronto
E02673,IT,178352,6,Berlin
E02674,IT,88625,3,Sydney
E02675,Operations,110005,4,Berlin
E02676,Finance,153068,5,London
E02677,Finance,60837,2,Singapore
E02678,Marketing,57302,2,Tokyo
E02679,Finance,51839,2,Toronto
E02680,Operations,80964,3,Berlin
E02681,Operations,149768,5,London
E02682,R&D,60309,2,Berlin
E02683,R&D,149048,5,Sydney
E02684,R&D,126816,4,Singapore
E02685,Marketing,117555,4,Tokyo
E02686,Marketing,173788,6,Berlin
E02687,HR,54518,2,New York
E02688,Finance,92158,3,Toronto
E02689,HR,192859,6,New York
E02690,Marketing,63043,2,Tokyo
E02691,Finance,117067,4,Toronto
E02692,R&D,85456,3,New York
E02693,IT,64211,2,Sydney
E02694,Sales,96755,3,New York
E02695,Sales,143346,5,Berlin
E02696,Finance,56502,2,Toronto
E02697,R&D,150514,5,Sydney
E02698,Finance,22944,1,Berlin
E02699,Operations,91198,3,Toronto
E02700,Operations,110536,4,Toronto
E02701,Marketing,174061,6,Sydney
E02702,Marketing,32671,1,Sydney
E02703,HR,85742,3,Tokyo
E02704,HR,112342,4,Sydney
E02705,IT,148973,5,Singapore
E02706,Marketing,117367,4,New York
E02707,Operations,86179,3,Tokyo
E02708,Sales,86452,3,Singapore
E02709,IT,118087,4,New York
E02710,R&D,87148,3,New York
E02711,Finance,90169,3,Berlin
E02712,Finance,64629,2,Singapore
E02713,Sales,89112,3,London
E02714,Finance,154819,5,New York
E02715,HR,26143,1,Toronto
E02716,R&D,56569,2,New York
E02717,Marketing,120535,4,Sydney
E02718,Finance,123439,4,Berlin
E02719,Sales,119714,4,Toronto
E02720,R&D,151709,5,London
E02721,R&D,26990,1,Tokyo
E02722,HR,145746,5,Sydney
E02723,Sales,63778,2,Berlin
E02724,Marketing,83251,3,Tokyo
E02725,HR,151599,5,Toronto
E02726,R&D,87790,3,Sydney
E02727,IT,188522,6,Toronto
E02728,Marketing,124880,4,Singapore
E02729,Sales,56856,2,Sydney
E02730,HR,54818,2,Singapore
E02731,Operations,29817,1,Sydney
E02732,Operations,155450,5,Sydney
E02733,IT,110163,4,Toronto
E02734,Operations,121467,4,Berlin
E02735,Marketing,88366,3,Berlin
E02736,R&D,127577,4,London
E02737,IT,148133,5,Sydney
E02738,Sales,59150,2,Sydney
E02739,IT,59083,2,Singapore
E02740,Marketing,27588,1,Toronto
E02741,IT,159799,5,Sydney
E02742,Sales,30413,1,Singapore
E02743,Marketing,138078,5,Toronto
E02744,Finance,150670,5,Tokyo
E02745,R&D,26442,1,Berlin
E02746,Sales,57944,2,London
E02747,R&D,58106,2,New York
E02748,R&D,92154,3,New York
E02749,R&D,89357,3,Singapore
E02750,IT,19028,1,Berlin
E02751,Sales,33515,1,Berlin
E02752,Sales,150827,5,Tokyo
E02753,Marketing,27581,1,Sydney
E02754,Operations,84743,3,Berlin
E02755,R&D,118864,4,Singapore
E02756,Sales,150677,5,Tokyo
E02757,Finance,183188,6,Sydney
E02758,Sales,65977,2,Toronto
E02759,R&D,92522,3,Toronto
E02760,HR,173802,6,Toronto
E02761,HR,116270,4,Singapore
E02762,Operations,183767,6,Berlin
E02763,Marketing,85718,3,New York
E02764,Operations,35593,1,Sydney
E02765,Operations,149103,5,Berlin
E02766,Sales,66460,2,Toronto
E02767,Marketing,186577,6,Singapore
E02768,Operations,119197,4,London
E02769,Marketing,24721,1,New York
E02770,Finance,53837,2,Singapore
E02771,IT,68445,2,New York
E02772,R&D,36119,1,New York
E02773,Sales,28173,1,Tokyo
E02774,HR,130179,4,Singapore
E02775,Operations,57540,2,Tokyo
E02776,R&D,85136,3,Berlin
E02777,Sales,89136,3,New York
E02778,IT,179682,6,Toronto
E02779,Finance,150377,5,London
E02780,IT,89853,3,Berlin
E02781,Operations,54772,2,Singapore
E02782,Sales,56877,2,Berlin
E02783,HR,60157,2,Berlin
E02784,IT,155438,5,Toronto
E02785,Operations,91365,3,New York
E02786,Finance,29986,1,Toronto
E02787,IT,178279,6,Sydney
E02788,Sales,25100,1,Tokyo
E02789,R&D,56659,2,London
E02790,IT,53259,2,New York
E02791,HR,69501,2,Singapore
E02792,Marketing,128217,4,Tokyo
E02793,Finance,35837,1,New York
E02794,Finance,56778,2,Singapore
E02795,Finance,95930,3,New York
E02796,Sales,87234,3,London
E02797,Finance,116230,4,Sydney
E02798,Finance,95624,3,London
E02799,Finance,152047,5,Berlin
E02800,Sales,90566,3,Sydney
E02801,Operations,179058,6,Sydney
E02802,HR,58930,2,Toronto
E02803,Sales,62093,2,Tokyo
E02804,HR,83645,3,New York
E02805,Sales,124493,4,Tokyo
E02806,Sales,153297,5,Sydney
E02807,HR,35193,1,Tokyo
E02808,HR,57445,2,Berlin
E02809,Operations,119158,4,New York
E02810,Operations,61951,2,Toronto
E02811,Sales,178398,6,London
E02812,IT,55300,2,Tokyo
E02813,HR,158579,5,Sydney
E02814,R&D,151639,5,Berlin
E02815,Sales,115945,4,Singapore
E02816,Finance,176297,6,Tokyo
E02817,Marketing,180757,6,London
E02818,Sales,86087,3,Sydney
E02819,HR,130423,4,Sydney
E02820,Finance,58301,2,Berlin
E02821,IT,183932,6,Tokyo
E02822,Finance,75834,3,London
E02823,HR,33802,1,Sydney
E02824,IT,116962,4,New York
E02825,IT,157238,5,Berlin
E02826,Finance,59119,2,New York
E02827,Operations,179345,6,New York
E02828,Sales,55620,2,Singapore
E02829,Finance,65051,2,New York
E02830,IT,156892,5,London
E02831,Finance,179726,6,Singapore
E02832,R&D,30036,1,Singapore
E02833,Finance,147561,5,Singapore
E02834,Finance,123469,4,Tokyo
E02835,IT,141348,5,London
E02836,Marketing,162487,5,New York
E02837,R&D,26794,1,London
E02838,IT,143405,5,Tokyo
E02839,HR,30898,1,New York
E02840,Operations,181798,6,Sydney
E02841,HR,145244,5,Sydney
E02842,R&D,174965,6,Toronto
E02843,Sales,87179,3,Sydney
E02844,Marketing,186275,6,London
E02845,IT,23659,1,Toronto
E02846,Sales,150341,5,Tokyo
E02847,IT,121658,4,Toronto
E02848,Operations,38555,1,London
E02849,Finance,58000,2,Sydney
E02850,Marketing,59475,2,Berlin
E02851,HR,29872,1,New York
E02852,R&D,60291,2,New York
E02853,Finance,178283,6,Singapore
E02854,Operations,154868,5,New York
E02855,Operations,176132,6,Berlin
E02856,Sales,180435,6,New York
E02857,R&D,154283,5,London
E02858,Operations,181972,6,Toronto
E02859,R&D,32252,1,London
E02860,Marketing,152779,5,Sydney
E02861,Sales,147830,5,Berlin
E02862,Operations,26164,1,Toronto
E02863,Finance,147760,5,Sydney
E02864,Finance,108958,4,London
E02865,Finance,120679,4,Tokyo
E02866,Operations,59275,2,New York
E02867,R&D,155114,5,Tokyo
E02868,Marketing,117129,4,Singapore
E02869,Finance,182896,6,London
E02870,R&D,86859,3,London
E02871,HR,121691,4,Berlin
E02872,Sales,30102,1,Tokyo
E02873,Finance,81154,3,Sydney
E02874,Operations,58080,2,Singapore
E02875,R&D,149910,5,Sydney
E02876,HR,119773,4,New York
E02877,Finance,66954,2,Sydney
E02878,Finance,89021,3,Singapore
E02879,Sales,92852,3,Singapore
E02880,Finance,57406,2,Toronto
E02881,IT,30147,1,New York
E02882,Finance,85093,3,London
E02883,HR,150536,5,Berlin
E02884,HR,93132,3,Singapore
E02885,Sales,31025,1,Sydney
E02886,IT,189442,6,Singapore
E02887,R&D,123487,4,Tokyo
E02888,R&D,181540,6,Tokyo
E02889,Marketing,32260,1,Toronto
E02890,Marketing,120145,4,New York
E02891,Finance,113837,4,Toronto
E02892,Sales,152286,5,Toronto
E02893,IT,59309,2,Berlin
E02894,Operations,149465,5,Singapore
E02895,Marketing,141263,5,Berlin
E02896,R&D,21872,1,Berlin
E02897,IT,61487,2,Berlin
E02898,R&D,118575,4,Tokyo
E02899,Marketing,105491,3,London
E02900,Operations,122550,4,Tokyo
E02901,HR,151476,5,Singapore
E02902,Finance,27947,1,Berlin
E02903,Finance,185885,6,Singapore
E02904,Operations,168478,6,London
E02905,HR,73515,2,Singapore
E02906,Finance,65516,2,London
E02907,R&D,121094,4,Sydney
E02908,Finance,137823,5,Toronto
E02909,R&D,175926,6,London
E02910,Marketing,113750,4,Tokyo
E02911,Marketing,30168,1,London
E02912,R&D,84425,3,Sydney
E02913,R&D,117015,4,Sydney
E02914,Sales,179454,6,Berlin
E02915,HR,90802,3,Tokyo
E02916,Finance,28817,1,Berlin
E02917,Sales,174484,6,Sydney
E02918,R&D,180921,6,Singapore
E02919,HR,20476,1,London
E02920,Finance,83861,3,Singapore
E02921,Finance,91791,3,Tokyo
E02922,R&D,22532,1,New York
E02923,Marketing,123604,4,Singapore
E02924,Operations,194636,6,Sydney
E02925,IT,145392,5,Berlin
E02926,Operations,121215,4,Sydney
E02927,Marketing,123061,4,New York
E02928,Finance,83092,3,Berlin
E02929,Finance,78882,3,Sydney
E02930,Finance,118495,4,Tokyo
E02931,IT,96217,3,Toronto
E02932,Sales,28325,1,London
